# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster40      COVAR   16076     -0.46571   -0.0014345       2.2039      0.58368
Cluster400     COVAR   16076       1.7212    0.0053206       2.3267      0.22974
Cluster401     COVAR   16076      -2.0499   -0.0046806       2.9688      0.75505
Cluster402     COVAR   16076       -4.652   -0.0092105       3.5825      0.90294
Cluster403     COVAR   16076      -3.9132   -0.0071126       3.7095      0.85426
Cluster404     COVAR   16076       11.185     0.012996       5.8473     0.027897
Cluster405     COVAR   16076       3.1529    0.0039078       5.7768      0.29261
Cluster406     COVAR   16076       3.5436    0.0062551        4.435      0.21215
Cluster407     COVAR   16076       1.7718    0.0023199       5.3213      0.36959
Cluster408     COVAR   16076       2.9971    0.0089603       2.2127     0.087795
Cluster409     COVAR   16076       2.7018    0.0074446       2.6322      0.15235
Cluster41      COVAR   16076      -1.7375   -0.0043232       2.7231      0.73828
Cluster410     COVAR   16076        1.289    0.0029947       2.8593      0.32607
Cluster411     COVAR   16076       2.5755    0.0060654       2.9606      0.19218
Cluster412     COVAR   16076       3.4235     0.008874       3.0151      0.12811
Cluster413     COVAR   16076      0.84638    0.0019199       3.3309      0.39971
Cluster414     COVAR   16076       0.5735    0.0013704        2.898      0.42156
Cluster415     COVAR   16076       2.2747    0.0037825        4.041      0.28676
Cluster416     COVAR   16076     0.056477   0.00010189       3.9869      0.49435
Cluster417     COVAR   16076       2.5515    0.0040927       4.4774      0.28439
Cluster418     COVAR   16076       1.3161     0.002718       3.3574      0.34753
Cluster419     COVAR   16076       3.2478    0.0042431       5.4165      0.27439
Cluster42      COVAR   16076      0.41079    0.0010108       2.7357      0.44032
Cluster420     COVAR   16076       8.2737     0.013075       4.2455     0.025668
