# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster401     COVAR   16076       -1.747   -0.0039889       3.1402        0.711
Cluster402     COVAR   16076       3.1231    0.0061834        3.785      0.20465
Cluster403     COVAR   16076      -1.8757   -0.0034092       3.9492      0.68259
Cluster404     COVAR   16076      -7.0315     -0.00817        6.238      0.87016
Cluster405     COVAR   16076      -7.2097   -0.0089359       6.0699      0.88253
Cluster406     COVAR   16076      -8.5614    -0.015112       4.6913      0.96598
Cluster407     COVAR   16076      -3.3859   -0.0044334       5.6288      0.72625
Cluster408     COVAR   16076       4.8283     0.014435       2.3244     0.018902
Cluster409     COVAR   16076       2.2443    0.0061838        2.811      0.21233
Cluster41      COVAR   16076       1.6777    0.0041745       2.8693      0.27938
Cluster410     COVAR   16076       5.0393     0.011708       3.0137     0.047264
Cluster411     COVAR   16076     -0.22089  -0.00052022       3.1118      0.52829
Cluster412     COVAR   16076      0.71068    0.0018421         3.17      0.41131
Cluster413     COVAR   16076       1.3434    0.0030474       3.5119      0.35103
Cluster414     COVAR   16076      -2.7531   -0.0065783       3.0175       0.8192
Cluster415     COVAR   16076       5.7623    0.0095821       4.2685     0.088526
Cluster416     COVAR   16076       8.7942     0.015865       4.2286     0.018786
Cluster417     COVAR   16076       6.6193     0.010618       4.7293     0.080823
Cluster418     COVAR   16076       3.3096    0.0068347       3.5559        0.176
Cluster419     COVAR   16076        1.825    0.0023843       5.7112      0.37466
Cluster42      COVAR   16076       3.2642     0.008032       2.8799      0.12853
Cluster420     COVAR   16076       9.6074     0.015182       4.4975     0.016342
Cluster421     COVAR   16076       6.6029     0.010531         4.67     0.078708
Cluster422     COVAR   16076       2.7748    0.0035664       5.9364      0.32011
