VARIABLE,cluster_id,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,n_cells,NGENES,BETA,BETA_STD,SE,P
Cluster205,205,DG_205,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 96.5%, Midbrain: 3.4%, Thalamus: 0.0%","Human DGU-CA4Upy: 74.0%, Human CA1U-CA2U-CA3U: 17.4%, Human SN: 3.4%","AC097528.1, AC097487.1, LINC01697, AJ006995.1, AC079772.1, LINC02237, LINC02030, GRP, AC021088.1, LINC01324",5813.0,16076,-2.0229,-0.0034653,4.4756,0.67435
Cluster327,327,Mmb_327,Mammillary body,NEUR,VGLUT2,"Hypothalamus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%","Human MN: 66.7%, Human HTHma: 27.8%, Human HTHma-HTHtub: 5.4%","LINC00410, PITX2, AC244258.1, AL691420.1, FOXB1, TNFRSF11B, LHX1-DT, LHX1, DRD3, MYO5B",1581.0,16076,-2.0016,-0.0034242,4.3252,0.67823
Cluster168,168,Misc_168,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 92.4%, Hippocampus: 7.6%, Amygdala: 0.0%","Human TH-TL: 56.3%, Human MEC: 34.4%, Human Sub: 4.4%","GRB14, DUXAP9, SCHLAP1, MET, TWIST2, LINC01297, LINC01524, DUXAP10, FER1L6-AS2, DCN",631.0,16076,-1.9335,-0.0036938,4.1419,0.67968
Cluster403,403,Splat_403,Splatter,NEUR,GABA,"Cerebral cortex: 45.6%, Amygdala: 33.5%, Hypothalamus: 9.8%","Human AON: 25.7%, Human CoA: 18.1%, Human Pir: 14.1%","FRMD7, TRDN, AC007422.1, KANK3, CACNG5, SP8, ROR2, LINC01812, LINC01411, SCGN",2608.0,16076,-1.8757,-0.0034092,3.9492,0.68259
Cluster169,169,CA13_169,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 98.4%, Cerebral cortex: 1.1%, Amygdala: 0.2%","Human CA1U-CA2U-CA3U: 27.5%, Human CA1-2R: 23.6%, Human Sub: 21.0%","LINC02752, DUXAP9, TNFRSF4, ITGA4, DUXAP10, FBLN2, AL136985.3, SMIM36, RFX6, AJ009632.2",1582.0,16076,-1.9657,-0.0035031,4.1107,0.68374
Cluster253,253,MGE_253,MGE interneuron,NEUR,GABA,"Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%","Human M1C: 8.3%, Human FI: 6.3%, Human MTG: 5.3%","LINC00943, SCARA5, AC092353.2, AL450345.2, SST, LHX6, PAWR, TH, TLL2, NMU",5703.0,16076,-2.4232,-0.0036726,5.0361,0.6848
Cluster343,343,Splat_343,Splatter,NEUR,VGLUT2,"Medulla: 57.2%, Spinal cord: 34.1%, Pons: 5.9%","Human MoAN: 47.7%, Human SpC: 34.1%, Human MoSR: 9.2%","EBF2, DRGX, LMX1B, EBF1, MAFA, EBF3, HOXB7, HOXB3, AC024230.1, HOXD3",2797.0,16076,-1.2865,-0.0037307,2.6685,0.68513
Cluster217,217,MSN_217,Medium spiny neuron,NEUR,GABA,"Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%","Human CEN: 36.4%, Human BNST: 21.2%, Human SI: 12.3%","DCDC2C, PENK, AC015631.1, SIX3, P2RY1, LINC02462, LINC01305, CALCR, CACNG5, LINC01833",7260.0,16076,-3.0935,-0.0037229,6.3774,0.68618
Cluster10,10,Mgl_10,Microglia,MGL,,"Basal forebrain: 27.7%, Midbrain: 22.1%, Cerebral cortex: 10.3%","Human GPi: 17.4%, Human SN: 9.3%, Human GPe: 7.9%","LNCAROD, APBB1IP, CX3CR1, FYB1, CSF1R, CD74, DOCK8, C3, SYK, PTPRC",16707.0,16076,-0.52403,-0.0034795,1.0758,0.68691
Cluster332,332,Mmb_332,Mammillary body,NEUR,VGLUT2,"Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%","Human MN: 44.7%, Human HTHma: 37.0%, Human HTHtub: 9.6%","SIM1, FOXB1, PITX2, LHX1-DT, FRMPD2, LHX1, ANXA3, AC012501.2, AC083837.1, AL691420.1",1061.0,16076,-2.2549,-0.0036534,4.6079,0.6877
Cluster89,89,DLNP_89,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 98.1%, Basal forebrain: 1.6%, Amygdala: 0.1%","Human M1C: 40.1%, Human FI: 8.0%, Human S1C: 7.7%","AC244502.1, NPSR1-AS1, IFNG-AS1, LINC02218, CD200R1L, CCDC80, LINC02042, CD36, AL161782.1, AC074139.1",1405.0,16076,-2.1788,-0.0037028,4.4491,0.68783
Cluster364,364,Splat_364,Splatter,NEUR,VGLUT2,"Midbrain: 99.6%, Thalamus: 0.2%, Medulla: 0.1%","Human IC: 97.5%, Human SC: 1.7%, Human PTR: 0.2%","TFAP2D, LHX9, LINC01956, HNF4G, TMEM176B, LINC01568, AL138720.1, IRX2, WDR72, ZFHX4-AS1",7200.0,16076,-2.0572,-0.0034632,4.1815,0.68863
Cluster179,179,CA13_179,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%","Human CA1C-CA3C: 40.8%, Human CA4C-DGC: 19.4%, Human Sub: 16.8%","AP001636.3, FNDC1, AC004160.1, CTXND1, FIBCD1, AC117386.2, AL356417.2, CASC6, COL5A2, BX255923.2",8293.0,16076,-2.2936,-0.0036143,4.6469,0.68919
Cluster135,135,ULIT_135,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%","Human M1C: 10.7%, Human A1C: 7.5%, Human MTG: 6.2%","LINC01915, COL22A1, AL353811.1, LINC01164, IZUMO3, AL157769.1, LINC01781, ITGA11, TWIST2, AC008459.1",28248.0,16076,-1.9516,-0.0038786,3.8355,0.69456
Cluster129,129,ULIT_129,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 99.1%, Hippocampus: 0.4%, Basal forebrain: 0.4%","Human MTG: 14.4%, Human A44-A45: 8.5%, Human A46: 6.7%","LINC02296, LINC00326, AC110014.1, AC016598.2, AJ009632.2, LINC01478, AC016598.1, AC008696.2, LINC00508, LINC00507",46343.0,16076,-2.7781,-0.0039073,5.4052,0.69636
Cluster125,125,ULIT_125,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 98.3%, Basal forebrain: 0.9%, Amygdala: 0.4%","Human MTG: 12.0%, Human V2: 10.3%, Human A5-A7: 9.0%","LINC02306, AC110614.1, LINC00507, LINC00326, AC097512.1, LINC00508, AC092440.1, AL132633.1, CYP1B1, AC093607.1",13397.0,16076,-2.8788,-0.0039952,5.4381,0.70172
Cluster334,334,Splat_334,Splatter,NEUR,CHOL VGLUT1 VGLUT2,"Thalamus: 91.7%, Midbrain: 8.2%, Pons: 0.1%","Human ETH: 62.8%, Human MD-Re: 27.9%, Human SC: 6.3%","GNG8, GPR151, LINC01307, CHRNB3, POU4F1, SLC5A7, SCUBE1, TRPM8, ACOXL, F13A1",1998.0,16076,-1.261,-0.0041253,2.3745,0.70231
Cluster0,0,Bcell_0,Miscellaneous,BCELL,,"Midbrain: 21.0%, Basal forebrain: 19.0%, Pons: 14.3%","Human GPi: 11.4%, Human SN: 11.4%, Human SN-RN: 4.8%","IGHM, MS4A1, FCRL1, AC244205.1, IGLL5, IGHA1, BLK, IGLC3, IGLC2, IKZF3",105.0,16076,-0.28976,-0.0036568,0.54488,0.70256
Cluster281,281,CGE_281,CGE interneuron,NEUR,GABA,"Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%","Human Pir: 5.7%, Human MEC: 4.6%, Human M1C: 4.5%","HTR3A, AC004862.1, AL139090.1, HGFAC, AL391832.4, CHRNA6, EDNRA, AC006305.1, CHRNB3, TNFAIP8L3",2234.0,16076,-2.0777,-0.003877,3.9061,0.7026
Cluster9,9,Mgl_9,Microglia,MGL,,"Cerebral cortex: 27.2%, Midbrain: 16.6%, Hippocampus: 15.0%","Human SN-RN: 8.1%, Human GPi: 5.5%, Human SN: 5.4%","AIF1, HLA-DRA, CD74, C1QC, C1QB, CX3CR1, TYROBP, CSF1R, C3, APBB1IP",5165.0,16076,-0.53312,-0.0038233,0.99801,0.70339
Cluster118,118,L5ET_118,Miscellaneous,NEUR,VGLUT1,"Hippocampus: 60.6%, Cerebral cortex: 26.6%, Midbrain: 11.9%","Human Sub: 36.7%, Human TH-TL: 23.9%, Human SC: 11.9%","CSN1S1, ERG, AC005482.1, ATP6V1C2, SLC5A7, LINC02433, LINC00607, ABCB11, POU3F1, EHF",109.0,16076,-1.9558,-0.0038642,3.6436,0.70429
Cluster114,114,L5ET_114,Miscellaneous,NEUR,VGLUT1,"Cerebral cortex: 98.4%, Hippocampus: 1.2%, Basal forebrain: 0.3%","Human M1C: 23.2%, Human MTG: 16.1%, Human A23: 9.7%","CSN1S1, ERG, AP003062.2, ABCB11, MMP26, MIR1-1HG-AS1, LINC02433, AC016074.2, AL021396.1, ASGR2",915.0,16076,-1.9203,-0.0040672,3.5736,0.70448
Cluster196,196,CA4_196,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%","Human CA4C-DGC: 55.3%, Human DGR-CA4Rpy: 39.4%, Human DGR-CA4: 3.0%","MORC1, ABCA13, LINC02196, GUCA1C, ITGA4, LATS2, TSPAN18, MYPN, AC021594.2, AC127526.2",1360.0,16076,-2.1371,-0.0038637,3.9621,0.70518
Cluster361,361,Splat_361,Splatter,NEUR,GABA,"Midbrain: 83.4%, Thalamus: 14.3%, Pons: 1.8%","Human PTR: 49.6%, Human PAG: 14.9%, Human ETH: 8.9%","LINC01497, GATA3, AC005208.1, KCNJ16, GATA2, AC074099.1, LINC01876, LHX5-AS1, SIX3, LHX1",1067.0,16076,-2.2568,-0.0039757,4.1433,0.70701
Cluster128,128,ULIT_128,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%","Human M1C: 73.1%, Human S1C: 17.9%, Human A32: 4.1%","AJ009632.2, MIR3976HG, LAMA2, TWIST1, VIPR2, AC087883.2, LINC02055, COL5A2, AL138694.1, SCTR",10650.0,16076,-3.0116,-0.0042183,5.4895,0.70836
Cluster401,401,Misc_401,Miscellaneous,NEUR,VGLUT2,"Hippocampus: 76.2%, Amygdala: 19.4%, Cerebral cortex: 4.4%","Human CA1U-CA2U-CA3U: 73.9%, Human BL: 8.9%, Human CMN: 7.1%","FST, SOX11, AC087516.2, BHLHE22, AL138826.1, LINC01163, SOX4, AC012409.2, AC112236.1, GPC2",2038.0,16076,-1.747,-0.0039889,3.1402,0.711
Cluster277,277,CGE_277,CGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 77.4%, Amygdala: 13.3%, Hippocampus: 6.1%","Human M1C: 6.8%, Human LEC: 5.1%, Human FI: 4.8%","SCGN, SP8, LINC01497, DDR2, AC005064.1, LINC01162, ABCB5, TNFSF11, ANGPT1, RELN",1650.0,16076,-2.5198,-0.0040305,4.5213,0.71134
Cluster369,369,Splat_369,Splatter,NEUR,VGLUT2,"Midbrain: 96.5%, Thalamus: 2.3%, Pons: 0.6%","Human PTR: 42.2%, Human SC: 39.6%, Human IC: 6.3%","TFAP2B, FOXB1, LHX9, TFAP2D, SHOX2, NTS, EBF3, FAM9B, LEF1, AC074237.1",2975.0,16076,-3.0458,-0.0041566,5.4115,0.71322
Cluster250,250,MGE_250,MGE interneuron,NEUR,GABA,"Cerebral cortex: 92.5%, Hippocampus: 2.4%, Basal forebrain: 2.2%","Human MEC: 7.1%, Human M1C: 7.0%, Human MTG: 5.6%","PROM1, NMU, ADGRG6, AC022905.1, KCNJ5, MCUB, PAWR, SST, SCARA5, AC113347.4",16604.0,16076,-2.6292,-0.0044745,4.6246,0.71516
Cluster130,130,ULIT_130,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 97.8%, Amygdala: 0.7%, Basal forebrain: 0.7%","Human A29-A30: 18.1%, Human MTG: 12.0%, Human A23: 7.7%","AC008568.1, AC025839.1, LINC02296, AJ009632.2, SLC38A11, AL117329.1, ENPEP, MIR3976HG, AC016598.2, MFGE8",25496.0,16076,-3.251,-0.0043158,5.6618,0.71708
Cluster133,133,ULIT_133,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 100.0%, Basal forebrain: 0.0%, Hypothalamus: 0.0%","Human V1C: 62.9%, Human V2: 17.6%, Human Pro: 14.7%","LINC02388, AC112770.1, AC092448.1, AC126182.3, VIPR2, TRPC3, AC020637.1, IGFBP2, SLC38A11, LINC02296",20086.0,16076,-3.4275,-0.0044069,5.8861,0.71981
Cluster12,12,Mgl_12,Microglia,MAC,,"Basal forebrain: 29.4%, Cerebral cortex: 14.0%, Cerebellum: 12.2%","Human GPi: 11.5%, Human CbDN: 9.7%, Human SEP: 9.2%","MRC1, CD163, STAB1, MS4A6A, MS4A4A, F13A1, SIGLEC1, MS4A4E, FCGR2C, LILRB5",3344.0,16076,-0.49148,-0.0042409,0.84052,0.72063
Cluster181,181,CA13_181,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 28.2%, Human CA1R-CA2R-CA3R: 25.6%, Human CA1U-CA2U-CA3U: 15.6%","FNDC1, AL356417.2, AP001636.3, CTXND1, FIBCD1, AC117386.2, AC004160.1, AC084114.1, RUFY4, CABP7",6501.0,16076,-2.3349,-0.004415,3.9162,0.72448
Cluster190,190,CA4_190,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA3R: 68.8%, Human DGR-CA4Rpy: 17.3%, Human DGU-CA4Upy: 4.5%","AC019127.1, USH1C, LINC02720, AP006295.1, LATS2, AP001978.1, MLPH, HGF, HLX-AS1, WNK4",336.0,16076,-1.6771,-0.0042588,2.8035,0.72516
Cluster407,407,Amex_407,Amygdala excitatory,NEUR,VGLUT2 VGLUT3,"Amygdala: 72.6%, Cerebral cortex: 23.5%, Hippocampus: 2.7%","Human CEN: 31.1%, Human CMN: 27.2%, Human A35-A36: 18.1%","TFAP2C, PAPPA2, CARTPT, BARHL2, LINC01798, MEIS1-AS3, AC006065.4, LHX9, GALR1, POU2F3",2370.0,16076,-3.3859,-0.0044334,5.6288,0.72625
Cluster90,90,DLNP_90,Deep-layer near-projecting,NEUR,VGLUT1,"Cerebral cortex: 95.7%, Basal forebrain: 3.4%, Hypothalamus: 0.6%","Human M1C: 21.6%, Human FI: 10.5%, Human A25: 9.5%","IFNG-AS1, AC244502.1, NPSR1-AS1, CCDC80, CD200R1L, ERG, LINC02218, PDLIM1, BARX2, AC093912.1",1804.0,16076,-2.6766,-0.0045808,4.3861,0.72915
Cluster307,307,CBI_307,Cerebellar inhibitory,NEUR,GABA,"Cerebellum: 70.3%, Medulla: 12.1%, Pons: 11.7%","Human CBV: 58.9%, Human CBL: 10.0%, Human PnEN: 5.7%","SCGN, TFAP2B, LINC00492, TFAP2A, TPTE2P4, CLCNKA, LIPG, LRRC38, LINC02552, LBX1-AS1",3020.0,16076,-2.1221,-0.0043349,3.4498,0.73076
Cluster203,203,DG_203,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 98.3%, Midbrain: 1.4%, Cerebral cortex: 0.2%","Human DGU-CA4Upy: 42.8%, Human DGR-CA4: 13.9%, Human DGR-CA4Rpy: 13.6%","AC097528.1, LINC02248, AC097487.1, AC092110.1, AC079772.1, AC009878.2, COL6A3, AL445985.1, GRP, AL161629.1",8378.0,16076,-2.8178,-0.0046827,4.4948,0.73463
Cluster382,382,Splat_382,Splatter,NEUR,VGLUT2,"Amygdala: 32.1%, Hypothalamus: 30.4%, Basal forebrain: 21.9%","Human BNST: 19.6%, Human SI: 14.2%, Human HTHpo: 13.5%","FST, LINC00348, CALCR, RSPO3, KCNJ5, DMRTA2, LHX5-AS1, PGM5, LHX5, FAM9B",713.0,16076,-2.6739,-0.004742,4.2228,0.7367
Cluster352,352,Splat_352,Splatter,,GABA,"Midbrain: 97.3%, Pons: 0.9%, Medulla: 0.8%","Human SC: 81.8%, Human IC: 10.4%, Human PAG-DR: 2.7%","LHX1, EBF1, EBF3, GATA3, TRAC, GATA3-AS1, PVALB, HAS2-AS1, HAS2, LHX1-DT",862.0,16076,-2.8337,-0.0047301,4.4612,0.73734
Cluster140,140,DLIT_140,Deep-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 99.2%, Hippocampus: 0.5%, Basal forebrain: 0.2%","Human M1C: 11.6%, Human V1C: 8.4%, Human MTG: 7.5%","AC016687.2, LINC01680, AP003066.1, AL138927.1, AC016687.3, AL033539.2, AC023503.1, AC060765.2, AC073091.1, AL353709.1",12455.0,16076,-3.4826,-0.004818,5.4754,0.73762
Cluster371,371,Splat_371,Splatter,NEUR,VGLUT2,"Midbrain: 99.7%, Cerebellum: 0.3%, Cerebral cortex: 0.0%","Human SC: 93.5%, Human IC: 6.0%, Human PAG-DR: 0.3%","CPA6, BNC2, NPSR1, EBF2, PGM5, OTOS, SHISAL2B, EBF1, LEF1, TAGLN2",398.0,16076,-2.3989,-0.0046846,3.7479,0.73893
Cluster275,275,LLC_275,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Cerebral cortex: 66.0%, Amygdala: 16.5%, Basal forebrain: 9.9%","Human Cla: 7.5%, Human MEC: 6.9%, Human MTG: 5.9%","LINC01344, SFRP1, HAPLN1, PDGFD, EYA4, ADGRG6, ANO1, AC137770.1, AP002989.1, CRABP1",2174.0,16076,-3.2169,-0.004936,5.0238,0.73901
Cluster383,383,Splat_383,Splatter,NEUR,VGLUT2 VGLUT3,"Hypothalamus: 68.0%, Midbrain: 24.6%, Thalamus: 6.6%","Human HTHma: 35.5%, Human MN: 17.1%, Human HTHma-HTHtub: 15.2%","LMX1A, PITX2, EBF2, EBF3, AP005242.1, FOXA1, LMX1B, LINC01443, LINC01876, AC022034.3",4024.0,16076,-2.4608,-0.0045664,3.8403,0.73916
Cluster161,161,Amex_161,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 66.2%, Cerebral cortex: 31.6%, Hippocampus: 1.3%","Human CMN: 57.7%, Human Pir: 21.2%, Human A35-A36: 10.4%","MEPE, P2RX2, OTOF, MOXD1, CARM1P1, TG, S100Z, MS4A8, LINC02338, CNGB1",7442.0,16076,-2.2094,-0.004552,3.4247,0.74057
Cluster329,329,Mmb_329,Mammillary body,NEUR,HDC VGLUT2,"Hypothalamus: 99.7%, Midbrain: 0.3%, Thalamus: 0.1%","Human HTHma-HTHtub: 33.4%, Human HTHtub: 25.8%, Human MN: 23.5%","SIM1, AL691420.1, FOXB1, PITX2, AC244258.1, LHX1-DT, ADGRL4, DAPL1, ANXA3, AC093912.1",1487.0,16076,-3.2104,-0.0048882,4.9192,0.743
Cluster328,328,Mmb_328,Mammillary body,NEUR,HDC VGLUT2,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human MN: 40.4%, Human HTHma: 29.5%, Human HTHtub: 26.0%","LINC00410, PITX2, AL691420.1, SIM1, LHX1-DT, FOXB1, AC087664.2, TNFRSF11B, LHX1, FSHR",2346.0,16076,-2.8411,-0.0048727,4.2774,0.74671
Cluster306,306,CBI_306,Cerebellar inhibitory,,GABA,"Cerebellum: 91.6%, Pons: 3.4%, Medulla: 3.3%","Human CBV: 84.2%, Human CBL: 7.2%, Human PnEN: 1.5%","SCGN, TFAP2B, LIPG, LMCD1, LRRC38, BHLHE22, TFAP2A, LBX1-AS1, EN2, CHRNA3",6586.0,16076,-2.167,-0.0047155,3.2585,0.74698
Cluster68,68,Epen_68,Ependymal,CHRP EPEN,,"Medulla: 29.8%, Pons: 23.1%, Thalamus: 13.7%","Human MoRF-MoEN: 17.9%, Human PnEN: 12.2%, Human SEP: 11.5%","FAM183A, C11orf88, RASSF9, DTHD1, ODF3B, FOXJ1, CFAP157, ADGB, AC013470.2, CAPSL",459.0,16076,-0.64112,-0.004783,0.94194,0.75195
Cluster86,86,DLNP_86,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 97.0%, Basal forebrain: 1.8%, Hippocampus: 1.1%","Human M1C: 30.8%, Human S1C: 8.6%, Human Ig: 6.4%","IFNG-AS1, NPSR1-AS1, IL26, ROBO3, AC087863.2, LINC02444, SLC9C1, LINC02218, NPSR1, LINC01479",1508.0,16076,-2.9959,-0.0050135,4.3596,0.75401
Cluster268,268,LLC_268,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Hippocampus: 95.5%, Cerebral cortex: 2.4%, Amygdala: 1.1%","Human CA1U-CA2U-CA3U: 17.8%, Human CA3R: 17.6%, Human CA4C-DGC: 13.9%","CHRDL1, AL136456.1, EYA4, HAPLN1, LINC01344, CHST9, ANO1, TACR1, GRPR, NPPC",3843.0,16076,-3.5564,-0.0053295,5.174,0.75407
Cluster247,247,MGE_247,MGE interneuron,NEUR,GABA,"Hippocampus: 91.0%, Amygdala: 4.8%, Cerebral cortex: 3.4%","Human CA1C-CA3C: 20.3%, Human CA1U-CA2U-CA3U: 19.1%, Human CA1: 16.6%","AC022133.2, AC022126.1, AL450345.2, KCNJ5, TNFSF15, LINC02624, MYHAS, ZAP70, LINC02192, FAM89A",1110.0,16076,-3.3264,-0.0051999,4.7226,0.75939
Cluster242,242,MGE_242,MGE interneuron,NEUR,,"Cerebral cortex: 90.8%, Hippocampus: 4.6%, Basal forebrain: 1.8%","Human M1C: 6.8%, Human MTG: 6.4%, Human A32: 5.4%","AC022905.1, AC113347.4, MCUB, ELFN1, DCN, FBN2, SLC27A6, TNFSF15, SST, LINC02397",15796.0,16076,-4.3578,-0.0056171,5.9101,0.76954
Cluster302,302,CBI_302,Cerebellar inhibitory,NEUR,GLY,"Cerebellum: 60.1%, Medulla: 19.0%, Pons: 15.3%","Human CBV: 42.3%, Human CBL: 12.9%, Human IO: 7.7%","CPLX4, AC010476.2, SLC6A5, PAX2, AC008725.1, AC068672.2, TFAP2B, LINC01179, AL139351.3, LGI2",248.0,16076,-1.6804,-0.0053247,2.2243,0.77501
Cluster167,167,Misc_167,Miscellaneous,NEUR,VGLUT1,"Hippocampus: 76.8%, Cerebral cortex: 14.3%, Midbrain: 8.2%","Human Sub: 29.3%, Human CA1U-CA2U-CA3U: 25.4%, Human CA1-2R: 15.9%","LINC01524, ANO2, AL109930.1, FRMD6-AS2, AL391097.3, AL031674.1, TRPC6, RASSF9, AL391097.1, SEMA3D",1973.0,16076,-3.6191,-0.0059282,4.6473,0.78193
Cluster326,326,Mmb_326,Mammillary body,NEUR,VGLUT2,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human MN: 64.1%, Human HTHma: 24.5%, Human HTHma-HTHtub: 11.0%","AC244258.1, SIM1, LINC00410, PITX2, FOXB1, AC087664.2, LHX1-DT, LHX1, AL691420.1, AC012501.2",1553.0,16076,-3.0915,-0.0059558,3.9356,0.78391
Cluster304,304,CBI_304,Cerebellar inhibitory,,GABA,"Cerebellum: 95.5%, Pons: 2.4%, Medulla: 1.8%","Human CBV: 87.2%, Human CBL: 8.3%, Human PnAN: 1.4%","SCGN, TFAP2B, LMCD1, LIPG, AL162718.1, CLCNKA, LRRC38, TFAP2A, BHLHE22, AC010476.2",719.0,16076,-2.3098,-0.0056417,2.9325,0.78455
Cluster121,121,ULIT_121,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 91.7%, Amygdala: 3.9%, Basal forebrain: 2.7%","Human A38: 13.5%, Human TH-TL: 11.4%, Human MTG: 9.6%","MUC19, LINC01331, GLP2R, AL136985.3, TTC6, AC009878.2, LINC02248, AC011287.2, LINC01622, AL353604.1",36308.0,16076,-3.7255,-0.0059339,4.6689,0.78754
Cluster67,67,Epen_67,Ependymal,CHRP EPEN,,"Medulla: 52.7%, Spinal cord: 22.3%, Pons: 17.8%","Human SpC: 22.3%, Human MoRF-MoEN: 21.5%, Human MoAN: 18.7%","DTHD1, ADGB, RASSF9, CFAP157, AC013470.2, AC093689.1, AL672167.1, TTC29, LRRC77P, ODF3B",651.0,16076,-0.97696,-0.005623,1.2096,0.79036
Cluster204,204,DG_204,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 98.3%, Thalamus: 1.7%, Cerebral cortex: 0.0%","Human DGR-CA4Rpy: 39.0%, Human CA1R-CA2R-CA3R: 32.3%, Human CA4C-DGC: 22.8%","TTR, LINC02030, LINC01697, LINC02237, AJ006995.1, CHRNA1, AC097487.1, AC097528.1, AC021088.1, CASC6",9290.0,16076,-3.0974,-0.006057,3.7822,0.79358
Cluster396,396,Splat_396,Splatter,NEUR,VGLUT3,"Pons: 66.2%, Midbrain: 31.2%, Hypothalamus: 1.2%","Human DTg: 32.0%, Human PnEN: 26.2%, Human PAG: 17.4%","LMX1B, FEV, TPH2, SLC17A8, RLN3, GATA3, LINC01956, SLC6A4, GATA2, VWA5B1",1608.0,16076,-3.3909,-0.0059314,4.1402,0.79361
Cluster323,323,Mmb_323,Mammillary body,NEUR,VGLUT2,"Hypothalamus: 99.7%, Thalamus: 0.2%, Midbrain: 0.2%","Human MN: 49.2%, Human HTHma-HTHtub: 39.6%, Human HTHma: 7.5%","AC244258.1, FOXB1, AL691420.1, PITX2, LHX1-DT, LHX1, DRD3, ADGRD1, STAC, AL139231.1",654.0,16076,-3.1727,-0.0060652,3.859,0.79449
Cluster83,83,DLNP_83,Deep-layer near-projecting,NEUR,VGLUT1,"Cerebral cortex: 92.0%, Basal forebrain: 3.2%, Hypothalamus: 1.9%","Human M1C: 22.3%, Human S1C: 5.3%, Human MTG: 4.6%","AC022535.1, AL359313.1, AC044893.1, ERG, AL353072.2, MYH4, AC005909.2, NPSR1-AS1, ABCC9, LPO",476.0,16076,-2.951,-0.0059288,3.5564,0.79666
Cluster132,132,Misc_132,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 98.4%, Hippocampus: 0.8%, Midbrain: 0.8%","Human A29-A30: 90.9%, Human Pro: 5.1%, Human M1C: 1.2%","CD53, DPP4, AC060765.1, LINC01721, AC112770.1, AL157769.1, VIPR2, PCSK1, AC016687.2, QRFPR",492.0,16076,-3.9059,-0.0062243,4.6814,0.79795
Cluster70,70,Epen_70,Ependymal,EPEN,,"Thalamus: 41.0%, Amygdala: 21.3%, Midbrain: 17.1%","Human MD: 22.3%, Human BNST: 21.0%, Human MD-Re: 7.1%","DTHD1, ADGB, AC020718.1, AL672167.1, AC013470.2, CFAP157, AC093689.1, CROCC2, RASSF9, TTC29",310.0,16076,-1.1406,-0.0057351,1.3617,0.79887
Cluster308,308,URL_308,Upper rhombic lip,,VGLUT1,"Cerebellum: 84.5%, Pons: 10.2%, Medulla: 3.6%","Human CBV: 77.8%, Human PnAN: 6.8%, Human CBL: 5.8%","AC017037.5, AC084740.1, EOMES, LMX1A, AL359208.1, CSRP2, AC092957.1, AC108517.2, MPP3, ITGBL1",920.0,16076,-2.5094,-0.0064365,2.8926,0.80716
