# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster423     COVAR   2527   16333       32.954     0.036644       8.5224   5.5422e-05
Cluster226     COVAR   2528   16333       28.604      0.03946        7.138   3.0881e-05
Cluster424     COVAR   2528   16333       30.094     0.034892       8.3139   0.00014801
Cluster226     COVAR   2529   16333       25.406     0.035049       7.6609   0.00045727
Cluster426     COVAR   2529   16333       28.446     0.031377       9.3832    0.0012189
Cluster226     COVAR   2530   16333         29.2     0.040282       7.4882    4.845e-05
Cluster427     COVAR   2530   16333       17.027     0.022308       7.8063     0.014592
Cluster226     COVAR   2531   16333       31.442     0.043375       6.9444    3.008e-06
Cluster428     COVAR   2531   16333       29.296     0.037481        7.359   3.4508e-05
Cluster226     COVAR   2532   16333       33.945     0.046828       6.8811   4.0971e-07
Cluster433     COVAR   2532   16333       15.345     0.030941        4.475   0.00030374
Cluster226     COVAR   2533   16333       33.724     0.046524       6.8893   4.9708e-07
Cluster456     COVAR   2533   16333        20.68     0.030628        6.354   0.00056895
Cluster226     COVAR   2534   16333       32.148      0.04435       6.9802   2.0754e-06
Cluster92      COVAR   2534   16333        17.21     0.027372       6.1334    0.0025124
Cluster227     COVAR   2535   16333       9.9498     0.014566        7.187     0.083128
Cluster228     COVAR   2535   16333       44.177      0.05609       8.5315   1.1371e-07
Cluster227     COVAR   2536   16333       9.5083     0.013919        7.523      0.10315
Cluster229     COVAR   2536   16333        35.35     0.049083       7.9133   3.9969e-06
Cluster227     COVAR   2537   16333       15.995     0.023415       7.2448     0.013639
Cluster230     COVAR   2537   16333       23.276     0.034877       7.0008   0.00044373
Cluster227     COVAR   2538   16333       9.9491     0.014565       7.3577     0.088168
Cluster231     COVAR   2538   16333       38.753     0.051602       8.2185    1.219e-06
Cluster227     COVAR   2539   16333       13.163      0.01927       7.7896     0.045538
Cluster232     COVAR   2539   16333       27.544     0.037418        8.571   0.00065693
Cluster227     COVAR   2540   16333       7.4481     0.010903       7.5524      0.16203
Cluster233     COVAR   2540   16333       42.175     0.056123       8.6028   4.7872e-07
Cluster227     COVAR   2541   16333        10.57     0.015474       7.4974     0.079304
Cluster234     COVAR   2541   16333       38.809     0.048068       9.1138    1.037e-05
Cluster227     COVAR   2542   16333       25.583     0.037451       6.3256   2.6385e-05
Cluster236     COVAR   2542   16333       25.743      0.03864       6.2807     2.09e-05
Cluster227     COVAR   2543   16333       22.494      0.03293       6.3781   0.00021103
Cluster237     COVAR   2543   16333       39.781     0.050195       7.4496   4.7253e-08
Cluster227     COVAR   2544   16333       25.729     0.037665       6.3286   2.4105e-05
Cluster238     COVAR   2544   16333       24.593     0.034945       6.6901   0.00011888
Cluster227     COVAR   2545   16333       20.887     0.030578       6.3608   0.00051346
Cluster239     COVAR   2545   16333       53.857     0.072283       7.2172   4.5202e-14
Cluster227     COVAR   2546   16333       21.705     0.031774        6.361   0.00032322
Cluster240     COVAR   2546   16333       47.814     0.063333       7.1315   1.0513e-11
Cluster227     COVAR   2547   16333       19.906     0.029141       6.3986   0.00093436
Cluster241     COVAR   2547   16333       45.597      0.06721       6.6103   2.7616e-12
Cluster227     COVAR   2548   16333       18.854     0.027601       6.4244    0.0016717
Cluster242     COVAR   2548   16333       52.494     0.067406       7.5192    1.532e-12
Cluster227     COVAR   2549   16333       20.328     0.029759       6.4194   0.00077263
Cluster243     COVAR   2549   16333       42.275     0.060236       7.0132     8.53e-10
Cluster227     COVAR   2550   16333           24     0.035135        6.432   9.5598e-05
Cluster244     COVAR   2550   16333       19.217     0.028698       6.3642    0.0012683
Cluster227     COVAR   2551   16333       23.483     0.034378       6.4277    0.0001299
Cluster245     COVAR   2551   16333       23.142     0.033107       6.6668   0.00025991
Cluster227     COVAR   2552   16333       24.516      0.03589       6.3438   5.5902e-05
Cluster248     COVAR   2552   16333       29.262     0.043239       6.4899   3.2875e-06
Cluster227     COVAR   2553   16333       21.125     0.030926        6.418   0.00049951
Cluster249     COVAR   2553   16333       39.958     0.052443       7.3207   2.4479e-08
Cluster227     COVAR   2554   16333       22.643     0.033148       6.3666   0.00018858
Cluster250     COVAR   2554   16333       34.232     0.057846       6.1285   1.1869e-08
Cluster227     COVAR   2555   16333       23.019     0.033698       6.3541   0.00014632
Cluster251     COVAR   2555   16333       36.459     0.056939       6.3827    5.698e-09
Cluster227     COVAR   2556   16333        23.49     0.034388       6.3439   0.00010705
Cluster252     COVAR   2556   16333       38.164     0.056272       6.6956   6.1235e-09
Cluster227     COVAR   2557   16333       23.591     0.034536       6.3672   0.00010606
Cluster253     COVAR   2557   16333       29.683     0.045016        6.406   1.8143e-06
Cluster227     COVAR   2558   16333       25.242     0.036952       6.3237   3.2992e-05
Cluster256     COVAR   2558   16333       29.072     0.043529       6.1153   1.0075e-06
Cluster227     COVAR   2559   16333       25.589      0.03746       6.3169   2.5667e-05
Cluster257     COVAR   2559   16333       34.046     0.045279       7.0389   6.6694e-07
Cluster227     COVAR   2560   16333       26.035     0.038113       6.3196   1.9084e-05
Cluster258     COVAR   2560   16333       24.738     0.036675       6.4591   6.4364e-05
Cluster227     COVAR   2561   16333       23.652     0.034625       6.3291   9.3478e-05
Cluster259     COVAR   2561   16333       47.255     0.062192        7.347   6.5205e-11
Cluster227     COVAR   2562   16333       23.999     0.035133       6.3298   7.5214e-05
Cluster260     COVAR   2562   16333        41.05     0.057284        6.884   1.2696e-09
Cluster227     COVAR   2563   16333       24.986     0.036578       6.3122   3.7935e-05
Cluster261     COVAR   2563   16333       42.783     0.060193       6.8229   1.8555e-10
Cluster227     COVAR   2564   16333       23.352     0.034186       6.3256   0.00011183
Cluster262     COVAR   2564   16333       50.995     0.067872       7.2418   9.9658e-13
Cluster227     COVAR   2565   16333       24.373     0.035681       6.3124   5.6705e-05
Cluster263     COVAR   2565   16333       47.695     0.068103       6.7614   9.1303e-13
Cluster227     COVAR   2566   16333       24.076     0.035246       6.3247   7.0737e-05
Cluster264     COVAR   2566   16333       40.527      0.05935       6.4822   2.0883e-10
Cluster227     COVAR   2567   16333       24.568     0.035965       6.3392   5.3464e-05
Cluster265     COVAR   2567   16333       29.244     0.045139        6.257   1.4928e-06
Cluster227     COVAR   2568   16333       24.462      0.03581       6.3362   5.6819e-05
Cluster266     COVAR   2568   16333       31.734     0.046352       6.3821   3.3506e-07
Cluster227     COVAR   2569   16333       24.548     0.035937       6.3425   5.4572e-05
Cluster267     COVAR   2569   16333       30.544     0.043987       6.7351   2.9051e-06
Cluster227     COVAR   2570   16333       24.561     0.035955       6.3431   5.4231e-05
Cluster268     COVAR   2570   16333       29.176     0.043236       6.4998   3.6132e-06
Cluster227     COVAR   2571   16333       21.962     0.032152       6.3895   0.00029474
Cluster269     COVAR   2571   16333        40.16     0.053019       7.3343   2.2208e-08
Cluster227     COVAR   2572   16333        22.98     0.033641       6.3495   0.00014834
Cluster270     COVAR   2572   16333       38.351     0.057913       6.4247   1.2219e-09
Cluster227     COVAR   2573   16333       22.648     0.033155        6.371   0.00018977
Cluster271     COVAR   2573   16333       36.761     0.052793        6.776   2.9455e-08
Cluster227     COVAR   2574   16333       24.696     0.036154       6.3395   4.9223e-05
Cluster272     COVAR   2574   16333        24.57     0.044426       5.4654   3.4988e-06
Cluster227     COVAR   2575   16333       20.261     0.029661       6.4077   0.00078519
Cluster273     COVAR   2575   16333        46.85     0.062635       7.3597   1.0046e-10
Cluster227     COVAR   2576   16333       23.725     0.034732       6.3517   9.4171e-05
Cluster274     COVAR   2576   16333       33.697     0.049191       6.6475    2.025e-07
Cluster227     COVAR   2577   16333       22.318     0.032672       6.3813   0.00023569
Cluster275     COVAR   2577   16333       35.109     0.052748          6.5   3.3632e-08
Cluster227     COVAR   2578   16333       24.085     0.035258       6.3696   7.8379e-05
Cluster277     COVAR   2578   16333       24.142     0.038068       5.9414   2.4326e-05
Cluster227     COVAR   2579   16333       21.637     0.031675       6.3561   0.00033282
Cluster278     COVAR   2579   16333       45.353     0.065882       6.4881   1.4387e-12
Cluster227     COVAR   2580   16333       25.034     0.036648       6.3541   4.0975e-05
Cluster279     COVAR   2580   16333       21.209     0.033066       6.0664    0.0002368
Cluster227     COVAR   2581   16333       20.376      0.02983       6.3824    0.0007066
Cluster280     COVAR   2581   16333       47.867     0.066841       6.7965   9.8791e-13
Cluster227     COVAR   2582   16333       25.508     0.037341       6.3352   2.8491e-05
Cluster281     COVAR   2582   16333       19.214     0.035589       5.2859   0.00013953
Cluster227     COVAR   2583   16333       25.143     0.036808       6.3288   3.5708e-05
Cluster282     COVAR   2583   16333        21.91     0.042503        4.845   3.0879e-06
Cluster227     COVAR   2584   16333       20.844     0.030514       6.4045   0.00056913
Cluster283     COVAR   2584   16333       42.286     0.057724        7.052   1.0358e-09
Cluster227     COVAR   2585   16333       23.229     0.034005        6.364   0.00013163
Cluster284     COVAR   2585   16333       32.886     0.047868        6.442   1.6786e-07
Cluster227     COVAR   2586   16333       24.326     0.035611       6.3963   7.1771e-05
Cluster285     COVAR   2586   16333        21.73     0.031324       6.6887   0.00058091
Cluster227     COVAR   2587   16333       21.364     0.031275        6.385   0.00041123
Cluster286     COVAR   2587   16333       41.889     0.059736        6.842   4.7405e-10
Cluster227     COVAR   2588   16333       23.287      0.03409       6.3553   0.00012455
Cluster287     COVAR   2588   16333       31.349     0.051429       5.8217   3.6872e-08
Cluster227     COVAR   2589   16333       21.384     0.031305        6.357   0.00038541
Cluster288     COVAR   2589   16333       50.434     0.071097        7.022    3.614e-13
Cluster227     COVAR   2590   16333       25.067     0.036696       6.3272   3.7393e-05
Cluster289     COVAR   2590   16333       25.531     0.044758       5.3825    1.062e-06
Cluster227     COVAR   2591   16333       24.098     0.035278       6.3396   7.2317e-05
Cluster290     COVAR   2591   16333       31.742     0.050122       6.0718   8.7096e-08
Cluster227     COVAR   2592   16333       25.134     0.036795       6.3305   3.6081e-05
Cluster291     COVAR   2592   16333       28.927     0.041666       6.5404   4.9086e-06
Cluster227     COVAR   2593   16333       25.055     0.036679       6.3259   3.7564e-05
Cluster292     COVAR   2593   16333       31.338     0.046328       6.4553   6.0993e-07
Cluster227     COVAR   2594   16333       24.152     0.035356        6.338   6.9628e-05
Cluster293     COVAR   2594   16333       31.091     0.050071       5.9201   7.6509e-08
Cluster227     COVAR   2595   16333       22.643     0.033148       6.3564   0.00018449
Cluster294     COVAR   2595   16333        40.85     0.057073       6.8146   1.0474e-09
Cluster227     COVAR   2596   16333       24.954      0.03653       6.3273   4.0313e-05
Cluster295     COVAR   2596   16333       26.743     0.046433        5.464   4.9895e-07
Cluster227     COVAR   2597   16333       23.655     0.034629       6.3328   9.4149e-05
Cluster296     COVAR   2597   16333        37.43     0.057951       6.0668   3.5235e-10
Cluster227     COVAR   2598   16333       24.941     0.036511       6.3685     4.52e-05
Cluster389     COVAR   2598   16333       20.043     0.029862       6.2531    0.0006763
Cluster227     COVAR   2599   16333       21.619     0.031649       6.4579   0.00040861
Cluster403     COVAR   2599   16333       23.017     0.041802       5.2197   5.2186e-06
Cluster227     COVAR   2600   16333       23.413     0.034275       6.3705   0.00011932
Cluster404     COVAR   2600   16333       35.317     0.040948       7.5061   1.2813e-06
Cluster227     COVAR   2601   16333       20.762     0.030394        6.547   0.00076083
Cluster405     COVAR   2601   16333       32.048      0.03865       8.0102   3.1724e-05
Cluster227     COVAR   2602   16333       23.114     0.033837       6.4901   0.00018512
Cluster407     COVAR   2602   16333       22.689     0.029117       7.3794    0.0010558
Cluster227     COVAR   2603   16333       20.009     0.029292       6.6061    0.0012297
Cluster423     COVAR   2603   16333        34.16     0.037985       8.6159   3.6936e-05
Cluster227     COVAR   2604   16333       20.249     0.029642       6.6245    0.0011216
Cluster424     COVAR   2604   16333       31.363     0.036364        8.403   9.5244e-05
Cluster227     COVAR   2605   16333       16.372     0.023967       7.2011     0.011505
Cluster426     COVAR   2605   16333       31.716     0.034985       9.6055   0.00048148
Cluster227     COVAR   2606   16333       20.786      0.03043       6.9258    0.0013468
Cluster427     COVAR   2606   16333       19.425     0.025448       7.8631    0.0067556
Cluster227     COVAR   2607   16333       22.808      0.03339       6.4315   0.00019598
Cluster428     COVAR   2607   16333       29.194     0.037352       7.4225   4.2118e-05
Cluster227     COVAR   2608   16333       26.331     0.038546       6.3172   1.5458e-05
Cluster433     COVAR   2608   16333        15.72     0.031696       4.4742   0.00022191
Cluster227     COVAR   2609   16333       25.164     0.036838       6.3616   3.8365e-05
Cluster456     COVAR   2609   16333        20.03     0.029665       6.3898   0.00086199
Cluster227     COVAR   2610   16333       24.695     0.036151       6.3898   5.5883e-05
Cluster92      COVAR   2610   16333       18.489     0.029407       6.1146    0.0012508
Cluster228     COVAR   2611   16333       34.572     0.043895       9.6141   0.00016218
Cluster229     COVAR   2611   16333       21.552     0.029925       8.5192    0.0057129
Cluster228     COVAR   2612   16333       41.104     0.052188         8.45   5.8076e-07
Cluster230     COVAR   2612   16333       15.301     0.022928       6.8787     0.013067
Cluster228     COVAR   2613   16333       33.699     0.042786       9.2565   0.00013654
Cluster231     COVAR   2613   16333       25.791     0.034342         8.71    0.0015357
Cluster228     COVAR   2614   16333       40.615     0.051567       8.7403   1.7017e-06
Cluster232     COVAR   2614   16333       16.553     0.022487       8.1016     0.020526
Cluster228     COVAR   2615   16333       32.607     0.041399       9.1098   0.00017286
Cluster233     COVAR   2615   16333       28.967     0.038546       8.7415   0.00046155
Cluster228     COVAR   2616   16333       36.042     0.045761       9.8519   0.00012741
Cluster234     COVAR   2616   16333       21.736     0.026921       10.089     0.015612
Cluster228     COVAR   2617   16333       46.636     0.059212        7.523   2.9244e-10
Cluster236     COVAR   2617   16333       23.505     0.035281       6.2925   9.4134e-05
Cluster228     COVAR   2618   16333       43.312     0.054991       7.5906   5.9089e-09
Cluster237     COVAR   2618   16333       36.377       0.0459       7.4687   5.6302e-07
Cluster228     COVAR   2619   16333       46.619      0.05919       7.5426   3.2828e-10
Cluster238     COVAR   2619   16333       21.526     0.030587       6.7169   0.00067741
Cluster228     COVAR   2620   16333        41.26     0.052386       7.5621    2.476e-08
Cluster239     COVAR   2620   16333       50.982     0.068425       7.2281   9.1698e-13
Cluster228     COVAR   2621   16333       42.033     0.053367         7.57    1.435e-08
Cluster240     COVAR   2621   16333       44.775     0.059309       7.1496   1.9517e-10
Cluster228     COVAR   2622   16333       41.739     0.052995        7.566   1.7595e-08
Cluster241     COVAR   2622   16333       43.389     0.063955       6.5846    2.292e-11
Cluster228     COVAR   2623   16333        39.27     0.049859       7.6439   1.4129e-07
Cluster242     COVAR   2623   16333       48.611      0.06242       7.5366   5.7914e-11
Cluster228     COVAR   2624   16333       41.065     0.052138       7.6377   3.8617e-08
Cluster243     COVAR   2624   16333       38.694     0.055135       7.0293   1.8839e-08
Cluster228     COVAR   2625   16333       45.689      0.05801       7.6776   1.3667e-09
Cluster244     COVAR   2625   16333       15.274      0.02281       6.3996    0.0085068
Cluster228     COVAR   2626   16333       45.125     0.057293       7.6474   1.8552e-09
Cluster245     COVAR   2626   16333       19.604     0.028046       6.6819    0.0016763
Cluster228     COVAR   2627   16333        44.63     0.056665        7.594   2.1388e-09
Cluster248     COVAR   2627   16333       25.364      0.03748       6.5445   5.3426e-05
Cluster228     COVAR   2628   16333       41.723     0.052974       7.6549   2.5561e-08
Cluster249     COVAR   2628   16333       35.852     0.047053       7.3556   5.5319e-07
Cluster228     COVAR   2629   16333       43.583     0.055335       7.5675   4.3201e-09
Cluster250     COVAR   2629   16333       31.771     0.053687       6.1365   1.1418e-07
Cluster228     COVAR   2630   16333       43.603     0.055361        7.563   4.1673e-09
Cluster251     COVAR   2630   16333       33.761     0.052724       6.3998   6.7357e-08
Cluster228     COVAR   2631   16333        43.54     0.055281       7.5682     4.48e-09
Cluster252     COVAR   2631   16333       34.939     0.051516        6.729   1.0545e-07
Cluster228     COVAR   2632   16333       44.846     0.056939       7.5653   1.5731e-09
Cluster253     COVAR   2632   16333       27.179     0.041218        6.412   1.1316e-05
Cluster228     COVAR   2633   16333       48.077     0.061041       7.4799   6.7103e-11
Cluster256     COVAR   2633   16333       29.259     0.043809       6.0935   7.9505e-07
Cluster228     COVAR   2634   16333       46.009     0.058416       7.5225   4.9281e-10
Cluster257     COVAR   2634   16333       31.162     0.041443       7.0613   5.1357e-06
Cluster228     COVAR   2635   16333       46.846     0.059479       7.5266   2.4957e-10
Cluster258     COVAR   2635   16333       21.993     0.032605       6.4805   0.00034572
Cluster228     COVAR   2636   16333       42.986     0.054578       7.5576    6.572e-09
Cluster259     COVAR   2636   16333        43.62     0.057407       7.3907     1.84e-09
Cluster228     COVAR   2637   16333       44.026     0.055898       7.5434   2.7305e-09
Cluster260     COVAR   2637   16333        38.06     0.053112       6.9111    1.859e-08
Cluster228     COVAR   2638   16333       44.848     0.056941       7.5163   1.2415e-09
Cluster261     COVAR   2638   16333       40.101      0.05642       6.8441   2.3806e-09
Cluster228     COVAR   2639   16333       43.209     0.054861       7.5319   4.9287e-09
Cluster262     COVAR   2639   16333       48.154     0.064091       7.2639   1.7543e-11
Cluster228     COVAR   2640   16333       44.531     0.056539       7.5064   1.5303e-09
Cluster263     COVAR   2640   16333       45.497     0.064964       6.7733   9.6537e-12
Cluster228     COVAR   2641   16333       44.063     0.055944       7.5337    2.536e-09
Cluster264     COVAR   2641   16333       37.863     0.055449       6.5046   2.9929e-09
Cluster228     COVAR   2642   16333       45.297     0.057512       7.5496   1.0131e-09
Cluster265     COVAR   2642   16333       26.565     0.041004       6.2774   1.1669e-05
Cluster228     COVAR   2643   16333       44.396     0.056367       7.5749   2.3575e-09
Cluster266     COVAR   2643   16333       28.203     0.041195       6.4275   5.7667e-06
Cluster228     COVAR   2644   16333       44.619      0.05665        7.593   2.1495e-09
Cluster267     COVAR   2644   16333       26.484      0.03814       6.7925   4.8526e-05
Cluster228     COVAR   2645   16333       43.953     0.055805       7.6475   4.6336e-09
Cluster268     COVAR   2645   16333       24.054     0.035647       6.6015   0.00013486
Cluster228     COVAR   2646   16333       41.473     0.052656       7.6781   3.3622e-08
Cluster269     COVAR   2646   16333       35.164     0.046424       7.4245   1.1002e-06
Cluster228     COVAR   2647   16333       42.155     0.053522       7.6083    1.536e-08
Cluster270     COVAR   2647   16333       34.511     0.052114       6.4853    5.235e-08
Cluster228     COVAR   2648   16333       41.684     0.052924       7.6779   2.8826e-08
Cluster271     COVAR   2648   16333       31.792     0.045657       6.8791   1.9222e-06
Cluster228     COVAR   2649   16333        44.94     0.057059       7.5782   1.5511e-09
Cluster272     COVAR   2649   16333       21.519     0.038909       5.5038   4.6401e-05
Cluster228     COVAR   2650   16333       38.979     0.049489       7.7192   2.2437e-07
Cluster273     COVAR   2650   16333       41.656     0.055691       7.4689    1.246e-08
Cluster228     COVAR   2651   16333       42.933      0.05451        7.645   9.9812e-09
Cluster274     COVAR   2651   16333       28.889     0.042171       6.7402   9.1611e-06
Cluster228     COVAR   2652   16333       42.278     0.053679       7.6388   1.5892e-08
Cluster275     COVAR   2652   16333       31.205     0.046881       6.5547   9.7516e-07
Cluster228     COVAR   2653   16333       43.937     0.055785       7.7113   6.1986e-09
Cluster277     COVAR   2653   16333        18.94     0.029865       6.0595   0.00088893
Cluster228     COVAR   2654   16333       39.637     0.050326       7.6424   1.0873e-07
Cluster278     COVAR   2654   16333       41.173     0.059809       6.5718    1.922e-10
Cluster228     COVAR   2655   16333       46.269     0.058746       7.5684   5.0133e-10
Cluster279     COVAR   2655   16333       18.422     0.028721       6.0871      0.00124
Cluster228     COVAR   2656   16333        40.69     0.051661       7.5943   4.2807e-08
Cluster280     COVAR   2656   16333       44.776     0.062525       6.8126   2.5668e-11
Cluster228     COVAR   2657   16333       46.738     0.059341       7.5359   2.8707e-10
Cluster281     COVAR   2657   16333       17.204     0.031865       5.2968   0.00058266
Cluster228     COVAR   2658   16333       46.167     0.058616       7.5246   4.3684e-10
Cluster282     COVAR   2658   16333       20.237     0.039259       4.8527   1.5303e-05
Cluster228     COVAR   2659   16333       41.734     0.052988       7.6122   2.1351e-08
Cluster283     COVAR   2659   16333       39.001     0.053239        7.061    1.694e-08
Cluster228     COVAR   2660   16333       43.418     0.055125       7.6065   5.8393e-09
Cluster284     COVAR   2660   16333         29.3     0.042649       6.4864   3.1604e-06
Cluster228     COVAR   2661   16333       46.231     0.058697       7.5795   5.4726e-10
Cluster285     COVAR   2661   16333       19.327      0.02786        6.677    0.0019017
Cluster228     COVAR   2662   16333       40.629     0.051584       7.6599    5.754e-08
Cluster286     COVAR   2662   16333        37.56     0.053562       6.9146   2.8356e-08
Cluster228     COVAR   2663   16333       43.461     0.055181       7.5865   5.1691e-09
Cluster287     COVAR   2663   16333       28.365     0.046534       5.8544   6.4003e-07
Cluster228     COVAR   2664   16333       39.743      0.05046       7.6248   9.4647e-08
Cluster288     COVAR   2664   16333       46.262     0.065215       7.0951   3.6401e-11
Cluster228     COVAR   2665   16333       45.482     0.057747       7.5421   8.3944e-10
Cluster289     COVAR   2665   16333       23.092     0.040482       5.4049    9.737e-06
Cluster228     COVAR   2666   16333       44.733     0.056796       7.5465   1.5748e-09
Cluster290     COVAR   2666   16333       29.265      0.04621       6.0887   7.7696e-07
Cluster228     COVAR   2667   16333       45.612     0.057911       7.5512   7.8985e-10
Cluster291     COVAR   2667   16333       25.764     0.037109       6.5721   4.4464e-05
Cluster228     COVAR   2668   16333       45.351      0.05758       7.5427   9.3747e-10
Cluster292     COVAR   2668   16333       28.348     0.041908        6.484   6.2035e-06
Cluster228     COVAR   2669   16333       45.426     0.057675       7.5236   8.0248e-10
Cluster293     COVAR   2669   16333       29.361     0.047284         5.92   3.5779e-07
Cluster228     COVAR   2670   16333       43.524     0.055261       7.5531   4.2376e-09
Cluster294     COVAR   2670   16333       38.306     0.053519       6.8215   9.9989e-09
Cluster228     COVAR   2671   16333       46.072     0.058496       7.5168   4.5399e-10
Cluster295     COVAR   2671   16333       25.089     0.043561       5.4683   2.2568e-06
Cluster228     COVAR   2672   16333       43.508      0.05524        7.551   4.2527e-09
Cluster296     COVAR   2672   16333       34.683     0.053698       6.0939   6.4355e-09
Cluster228     COVAR   2673   16333       46.562     0.059117        7.567   3.9045e-10
Cluster389     COVAR   2673   16333       17.574     0.026184        6.259    0.0024981
Cluster228     COVAR   2674   16333       41.403     0.052567       7.9073   8.3322e-08
Cluster403     COVAR   2674   16333       17.653      0.03206       5.3841    0.0005227
Cluster228     COVAR   2675   16333       44.319      0.05627       7.5865   2.6429e-09
Cluster404     COVAR   2675   16333       31.811     0.036882       7.5303   1.2062e-05
Cluster228     COVAR   2676   16333        41.81     0.053084       7.9622   7.6789e-08
Cluster405     COVAR   2676   16333       24.099     0.029063       8.2065    0.0016625
Cluster228     COVAR   2677   16333       44.761      0.05683       7.9461   9.0356e-09
Cluster407     COVAR   2677   16333       14.435     0.018524       7.6111     0.028955
Cluster228     COVAR   2678   16333       41.727     0.052978        7.938   7.4534e-08
Cluster423     COVAR   2678   16333       26.562     0.029536       8.7216    0.0011638
Cluster228     COVAR   2679   16333        42.45     0.053897       7.8891   3.7713e-08
Cluster424     COVAR   2679   16333       24.777     0.028728       8.4301    0.0016486
Cluster228     COVAR   2680   16333       42.129     0.053488       9.1158   1.9234e-06
Cluster426     COVAR   2680   16333       15.198     0.016764       10.243     0.068963
Cluster228     COVAR   2681   16333       44.669     0.056714       8.0239   1.3214e-08
Cluster427     COVAR   2681   16333        13.69     0.017935       7.6742     0.037233
Cluster228     COVAR   2682   16333       43.587      0.05534        7.742   9.1984e-09
Cluster428     COVAR   2682   16333       23.422     0.029966       7.5269   0.00093196
Cluster228     COVAR   2683   16333       47.229     0.059965       7.5235   1.7736e-10
Cluster433     COVAR   2683   16333       13.807     0.027838       4.4889    0.0010521
Cluster228     COVAR   2684   16333       47.046     0.059732       7.5394   2.2545e-10
Cluster456     COVAR   2684   16333       18.267     0.027053       6.3795    0.0020993
Cluster228     COVAR   2685   16333       46.676     0.059262       7.5673    3.557e-10
Cluster92      COVAR   2685   16333       16.522     0.026278       6.1003    0.0033844
Cluster229     COVAR   2686   16333        31.99     0.044418       7.9186   2.6895e-05
Cluster230     COVAR   2686   16333       14.809      0.02219       7.2745     0.020901
Cluster229     COVAR   2687   16333       23.921     0.033214       8.5241      0.00251
Cluster231     COVAR   2687   16333       28.511     0.037964       9.0517   0.00081893
Cluster229     COVAR   2688   16333        31.38     0.043571       8.1326    5.732e-05
Cluster232     COVAR   2688   16333       17.026     0.023129       8.5072     0.022689
Cluster229     COVAR   2689   16333       23.929     0.033226       8.0609    0.0014988
Cluster233     COVAR   2689   16333       32.089     0.042701       8.7291   0.00011888
Cluster229     COVAR   2690   16333       27.449     0.038114       7.8602   0.00024032
Cluster234     COVAR   2690   16333       28.702     0.035549       9.0835   0.00079127
Cluster229     COVAR   2691   16333       38.422     0.053349       6.6514   3.8983e-09
Cluster236     COVAR   2691   16333       24.666     0.037025       6.2784   4.2921e-05
Cluster229     COVAR   2692   16333       34.803     0.048324        6.732    1.189e-07
Cluster237     COVAR   2692   16333       36.948     0.046621       7.4751   3.8974e-07
Cluster229     COVAR   2693   16333       37.851     0.052556       6.6866   7.6947e-09
Cluster238     COVAR   2693   16333       21.935     0.031168       6.7199    0.0005502
Cluster229     COVAR   2694   16333       33.386     0.046357        6.695   3.1102e-07
Cluster239     COVAR   2694   16333       51.771     0.069483       7.2218   3.9889e-13
Cluster229     COVAR   2695   16333        33.83     0.046973       6.7078   2.3178e-07
Cluster240     COVAR   2695   16333       45.424     0.060168       7.1495   1.0872e-10
Cluster229     COVAR   2696   16333       33.252     0.046171       6.7136   3.7006e-07
Cluster241     COVAR   2696   16333       43.767     0.064512       6.5936   1.6559e-11
Cluster229     COVAR   2697   16333       31.463     0.043686       6.7671   1.6809e-06
Cluster242     COVAR   2697   16333       49.585      0.06367       7.5296   2.3559e-11
Cluster229     COVAR   2698   16333       32.919     0.045708       6.7667   5.7945e-07
Cluster243     COVAR   2698   16333       39.508     0.056294        7.028   9.6591e-09
Cluster229     COVAR   2699   16333       37.189     0.051637        6.765   1.9646e-08
Cluster244     COVAR   2699   16333       16.887     0.025219       6.3635    0.0039847
Cluster229     COVAR   2700   16333       37.005     0.051382       6.7274   1.9271e-08
Cluster245     COVAR   2700   16333       21.584     0.030879       6.6334   0.00057079
Cluster229     COVAR   2701   16333       36.939      0.05129       6.6873   1.6903e-08
Cluster248     COVAR   2701   16333       27.233     0.040241       6.5038    1.421e-05
Cluster229     COVAR   2702   16333       34.146     0.047411       6.7477   2.1212e-07
Cluster249     COVAR   2702   16333        37.45     0.049151       7.3172   1.5657e-07
Cluster229     COVAR   2703   16333        35.56     0.049376       6.6932   5.4813e-08
Cluster250     COVAR   2703   16333       32.645     0.055163       6.1251   5.0002e-08
Cluster229     COVAR   2704   16333       35.635     0.049479       6.6882   5.0469e-08
Cluster251     COVAR   2704   16333       34.701     0.054192       6.3869   2.8187e-08
Cluster229     COVAR   2705   16333       35.644     0.049492       6.6898   5.0449e-08
Cluster252     COVAR   2705   16333       36.018     0.053107       6.7125   4.0987e-08
Cluster229     COVAR   2706   16333       36.424     0.050574        6.699   2.7555e-08
Cluster253     COVAR   2706   16333       27.879     0.042281       6.4074   6.8255e-06
Cluster229     COVAR   2707   16333       37.717      0.05237       6.6576   7.4972e-09
Cluster256     COVAR   2707   16333       27.636     0.041378       6.1207   3.1912e-06
Cluster229     COVAR   2708   16333       37.647     0.052273       6.6589   8.0175e-09
