# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster275     COVAR    174   16333       35.917     0.053961       6.4684   1.4348e-08
Cluster109     COVAR    175   16333       25.684     0.034502       7.2759   0.00020843
Cluster277     COVAR    175   16333        24.29     0.038301       5.9448    2.208e-05
Cluster109     COVAR    176   16333       23.687     0.031819       7.2424   0.00053797
Cluster278     COVAR    176   16333       45.787     0.066512       6.4756   8.0987e-13
Cluster109     COVAR    177   16333       27.752     0.037279       7.2239   6.1398e-05
Cluster279     COVAR    177   16333       22.179     0.034579       6.0412   0.00012112
Cluster109     COVAR    178   16333       24.436     0.032825       7.2265   0.00036164
Cluster280     COVAR    178   16333       49.015     0.068443       6.7407    1.879e-13
Cluster109     COVAR    179   16333       28.412     0.038166       7.2086    4.072e-05
Cluster281     COVAR    179   16333         20.1      0.03723       5.2683   6.8315e-05
Cluster109     COVAR    180   16333       28.339     0.038068       7.2024   4.1882e-05
Cluster282     COVAR    180   16333        22.74     0.044114       4.8297   1.2613e-06
Cluster109     COVAR    181   16333        24.19     0.032494       7.2514    0.0004264
Cluster283     COVAR    181   16333       43.406     0.059252        6.994   2.7975e-10
Cluster109     COVAR    182   16333       25.382     0.034096       7.2489   0.00023212
Cluster284     COVAR    182   16333       33.409      0.04863       6.4274   1.0229e-07
Cluster109     COVAR    183   16333       27.281     0.036647       7.2409    8.275e-05
Cluster285     COVAR    183   16333       23.267     0.033539       6.6325   0.00022647
Cluster109     COVAR    184   16333       24.864     0.033401       7.2354   0.00029556
Cluster286     COVAR    184   16333       43.018     0.061345       6.7913    1.231e-10
Cluster109     COVAR    185   16333       26.141     0.035115       7.2261   0.00014924
Cluster287     COVAR    185   16333       32.116     0.052687       5.7982    1.551e-08
Cluster109     COVAR    186   16333       23.268     0.031256       7.2461    0.0006627
Cluster288     COVAR    186   16333        50.85     0.071683       7.0111   2.1557e-13
Cluster109     COVAR    187   16333       27.776     0.037311       7.2082   5.8537e-05
Cluster289     COVAR    187   16333       26.134     0.045814       5.3712   5.7745e-07
Cluster109     COVAR    188   16333        27.85     0.037411       7.2024   5.5412e-05
Cluster290     COVAR    188   16333       33.015     0.052132       6.0423   2.3703e-08
Cluster109     COVAR    189   16333       27.314     0.036691       7.2203   7.7851e-05
Cluster291     COVAR    189   16333       29.316     0.042225       6.5342   3.6495e-06
Cluster109     COVAR    190   16333       27.449     0.036873       7.2123   7.0959e-05
Cluster292     COVAR    190   16333       31.835     0.047063       6.4466   3.9893e-07
Cluster109     COVAR    191   16333       27.248     0.036603       7.2101    7.901e-05
Cluster293     COVAR    191   16333       31.967     0.051481       5.8991    3.051e-08
Cluster109     COVAR    192   16333       26.701     0.035868       7.2087   0.00010656
Cluster294     COVAR    192   16333        42.27     0.059057       6.7695   2.1964e-10
Cluster109     COVAR    193   16333       28.628     0.038457       7.1972   3.4977e-05
Cluster295     COVAR    193   16333       27.891     0.048426       5.4442   1.5243e-07
Cluster109     COVAR    194   16333       26.576       0.0357       7.2097   0.00011427
Cluster296     COVAR    194   16333       38.131     0.059037         6.05     1.51e-10
Cluster109     COVAR    195   16333       28.598     0.038416       7.2078   3.6493e-05
Cluster389     COVAR    195   16333       22.091     0.032913       6.1992   0.00018363
Cluster109     COVAR    196   16333       27.077     0.036373       7.2184   8.8399e-05
Cluster403     COVAR    196   16333       25.209     0.045783       5.1106   4.1032e-07
Cluster109     COVAR    197   16333       21.925     0.029452       7.4313    0.0015901
Cluster404     COVAR    197   16333       33.741      0.03912       7.6697   5.4737e-06
Cluster109     COVAR    198   16333       19.387     0.026042       7.7377    0.0061204
Cluster405     COVAR    198   16333       31.299     0.037747       8.2924   8.0533e-05
Cluster109     COVAR    199   16333       25.582     0.034365       7.3254   0.00024027
Cluster407     COVAR    199   16333       24.182     0.031033       7.2958   0.00046029
Cluster109     COVAR    200   16333       25.585     0.034369       7.2609   0.00021351
Cluster423     COVAR    200   16333       37.999     0.042254       8.2951    2.337e-06
Cluster109     COVAR    201   16333       26.584      0.03571       7.2364   0.00012005
Cluster424     COVAR    201   16333       36.052     0.041801       8.0403   3.6952e-06
Cluster109     COVAR    202   16333       23.063     0.030981       7.3897   0.00090316
Cluster426     COVAR    202   16333       36.116     0.039838       8.6342   1.4485e-05
Cluster109     COVAR    203   16333       26.486     0.035579       7.2693   0.00013497
Cluster427     COVAR    203   16333       25.445     0.033336       7.2292   0.00021665
Cluster109     COVAR    204   16333       28.073      0.03771       7.2076   4.9363e-05
Cluster428     COVAR    204   16333       32.655     0.041779       7.2862    3.734e-06
Cluster109     COVAR    205   16333       29.119     0.039116       7.2001   2.6391e-05
Cluster433     COVAR    205   16333        16.32     0.032906       4.4669   0.00012985
Cluster109     COVAR    206   16333       27.406     0.036814       7.2446   7.7848e-05
Cluster456     COVAR    206   16333       20.664     0.030603        6.374    0.0005952
Cluster109     COVAR    207   16333        23.47     0.031527       7.7469    0.0012268
Cluster92      COVAR    207   16333       15.099     0.024015       6.4936     0.010037
Cluster120     COVAR    208   16333      -5.7286   -0.0079152       10.922      0.70002
Cluster122     COVAR    208   16333       42.584      0.05742       11.494   0.00010619
Cluster120     COVAR    209   16333       -7.363    -0.010173       10.058      0.76792
Cluster123     COVAR    209   16333       48.297     0.063804       10.782   3.7735e-06
Cluster120     COVAR    210   16333       17.064     0.023577        8.481     0.022119
Cluster131     COVAR    210   16333       14.915     0.020779       8.4637      0.03903
Cluster120     COVAR    211   16333        12.51     0.017285       7.0248     0.037485
Cluster132     COVAR    211   16333       40.487     0.064412       6.1729   2.8149e-11
Cluster120     COVAR    212   16333       11.583     0.016004       7.3199     0.056798
Cluster133     COVAR    212   16333       40.376     0.051845       8.0705   2.8612e-07
Cluster120     COVAR    213   16333       19.365     0.026756        7.205    0.0036021
Cluster136     COVAR    213   16333       14.114     0.025448       5.3919    0.0044318
Cluster120     COVAR    214   16333        17.51     0.024194       7.3463    0.0085814
Cluster138     COVAR    214   16333       18.112     0.030656       6.2111    0.0017754
Cluster120     COVAR    215   16333       20.049     0.027701       7.0403    0.0022052
Cluster139     COVAR    215   16333       18.868     0.028732       6.4843    0.0018111
Cluster120     COVAR    216   16333       15.404     0.021284       7.1275     0.015347
Cluster140     COVAR    216   16333       32.837     0.045306       7.2871   3.3296e-06
Cluster120     COVAR    217   16333       17.208     0.023776       7.0323      0.00721
Cluster141     COVAR    217   16333       29.667     0.042646        6.907   8.7914e-06
Cluster120     COVAR    218   16333       17.607     0.024327       8.0268     0.014145
Cluster146     COVAR    218   16333        16.32      0.02234       8.3574     0.025433
Cluster120     COVAR    219   16333       13.048     0.018029       8.2708     0.057335
Cluster149     COVAR    219   16333       23.296     0.031443       8.5573    0.0032449
Cluster120     COVAR    220   16333       15.514     0.021436       7.7657     0.022879
Cluster156     COVAR    220   16333       20.091     0.028999       7.3368    0.0030918
Cluster120     COVAR    221   16333       18.152     0.025081       7.4444    0.0073836
Cluster167     COVAR    221   16333       15.791     0.025686        6.307    0.0061519
Cluster120     COVAR    222   16333       15.614     0.021574       7.1098     0.014052
Cluster177     COVAR    222   16333       31.842     0.044579       7.0455   3.1265e-06
Cluster120     COVAR    223   16333       22.005     0.030405       6.8528   0.00066264
Cluster178     COVAR    223   16333       16.836     0.027055       5.4718    0.0010477
Cluster120     COVAR    224   16333       20.289     0.028033       7.0824    0.0020904
Cluster179     COVAR    224   16333       16.971     0.026565       6.4593    0.0043082
Cluster120     COVAR    225   16333       20.461     0.028271       7.0301    0.0018072
Cluster202     COVAR    225   16333       15.933     0.026427       5.7729    0.0028941
Cluster120     COVAR    226   16333       21.773     0.030084       6.8632   0.00075759
Cluster206     COVAR    226   16333       14.902     0.030026       4.7637   0.00088099
Cluster120     COVAR    227   16333       15.718     0.021717       7.0355     0.012749
Cluster217     COVAR    227   16333       42.013     0.050318       8.4533     3.39e-07
Cluster120     COVAR    228   16333       18.513     0.025579       6.9761    0.0039846
Cluster220     COVAR    228   16333       26.151     0.040048       6.4439   2.4868e-05
Cluster120     COVAR    229   16333       21.514     0.029726       6.8559   0.00085246
Cluster223     COVAR    229   16333       18.359     0.032471       5.4099   0.00034587
Cluster120     COVAR    230   16333       19.834     0.027405        6.891    0.0020025
Cluster224     COVAR    230   16333       27.947     0.039556       6.8118   2.0537e-05
Cluster120     COVAR    231   16333       18.315     0.025307       6.9385     0.004154
Cluster225     COVAR    231   16333       28.096      0.04395       6.2495    3.496e-06
Cluster120     COVAR    232   16333       17.864     0.024683       6.9886    0.0052967
Cluster226     COVAR    232   16333        30.67     0.042311       7.1427   8.8414e-06
Cluster120     COVAR    233   16333       21.221     0.029322       6.8457   0.00096984
Cluster227     COVAR    233   16333       24.012     0.035152       6.4246   9.3306e-05
Cluster120     COVAR    234   16333       14.436     0.019946       7.0109     0.019753
Cluster228     COVAR    234   16333       45.211     0.057402       7.8104   3.6317e-09
Cluster120     COVAR    235   16333       18.608     0.025711       6.8521    0.0033111
Cluster229     COVAR    235   16333       37.114     0.051534       6.7642   2.0833e-08
Cluster120     COVAR    236   16333       21.687     0.029965       6.7861   0.00069898
Cluster230     COVAR    236   16333       28.038     0.042013       6.1542   2.6308e-06
Cluster120     COVAR    237   16333       18.015     0.024891       6.8664     0.004355
Cluster231     COVAR    237   16333       40.502     0.053931       7.1978    9.358e-09
Cluster120     COVAR    238   16333       18.293     0.025276       6.9574    0.0042827
Cluster232     COVAR    238   16333       31.108      0.04226       7.1844   7.5119e-06
Cluster120     COVAR    239   16333       16.366     0.022613       6.9249    0.0090622
Cluster233     COVAR    239   16333       42.539     0.056607       7.4027   4.6579e-09
Cluster120     COVAR    240   16333       16.824     0.023246       6.9557    0.0077935
Cluster234     COVAR    240   16333       40.744     0.050464       7.9351   1.4336e-07
Cluster120     COVAR    241   16333        24.22     0.033464       6.7309   0.00016076
Cluster236     COVAR    241   16333       26.425     0.039664        6.272   1.2675e-05
Cluster120     COVAR    242   16333       21.579     0.029816       6.7628   0.00071105
Cluster237     COVAR    242   16333       41.021      0.05176        7.413   1.5987e-08
Cluster120     COVAR    243   16333       24.442     0.033772       6.7311   0.00014156
Cluster238     COVAR    243   16333       25.456     0.036171       6.6778    6.921e-05
Cluster120     COVAR    244   16333        19.52      0.02697       6.7618    0.0019495
Cluster239     COVAR    244   16333       54.646     0.073343       7.2002   1.7135e-14
Cluster120     COVAR    245   16333       20.892     0.028866       6.7512   0.00098783
Cluster240     COVAR    245   16333       48.828     0.064676       7.1034    3.266e-12
Cluster120     COVAR    246   16333       20.961     0.028962        6.745   0.00094518
Cluster241     COVAR    246   16333       47.126     0.069464       6.5395   3.0317e-13
Cluster120     COVAR    247   16333       19.364     0.026755       6.7713    0.0021239
Cluster242     COVAR    247   16333       53.981     0.069315       7.4376   2.0784e-13
Cluster120     COVAR    248   16333       19.992     0.027623       6.7814    0.0016017
Cluster243     COVAR    248   16333       43.623     0.062157       6.9529   1.8144e-10
Cluster120     COVAR    249   16333       23.319      0.03222       6.7697   0.00028676
Cluster244     COVAR    249   16333       21.243     0.031724       6.2862   0.00036448
Cluster120     COVAR    250   16333       23.633     0.032654       6.7469   0.00023093
Cluster245     COVAR    250   16333       25.715     0.036789       6.5673   4.5317e-05
Cluster120     COVAR    251   16333        23.28     0.032167       6.7426   0.00027837
Cluster248     COVAR    251   16333       30.139     0.044536       6.4735   1.6294e-06
Cluster120     COVAR    252   16333       20.759     0.028683       6.7776    0.0010982
Cluster249     COVAR    252   16333       41.491     0.054455       7.2553   5.4846e-09
Cluster120     COVAR    253   16333       21.725     0.030018       6.7552   0.00065135
Cluster250     COVAR    253   16333       35.193     0.059469       6.1025   4.1274e-09
Cluster120     COVAR    254   16333       22.197     0.030669       6.7444   0.00050034
Cluster251     COVAR    254   16333       37.453      0.05849        6.358    1.971e-09
Cluster120     COVAR    255   16333       22.707     0.031375       6.7365   0.00037589
Cluster252     COVAR    255   16333       39.194     0.057791       6.6726   2.1795e-09
Cluster120     COVAR    256   16333       22.881     0.031615       6.7476   0.00034913
