# TOTAL_GENES = 16361
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster275     COVAR    549   16361       21.975     0.033005        6.136   0.00017146
Cluster226     COVAR    550   16361        23.43     0.032344       6.3294   0.00010746
Cluster283     COVAR    550   16361       26.871     0.036668       6.7447   3.4054e-05
Cluster226     COVAR    551   16361        24.12     0.033297       6.3332   7.0207e-05
Cluster284     COVAR    551   16361       20.071     0.029199       6.3324   0.00076488
Cluster226     COVAR    552   16361       23.861     0.032939       6.3267   8.1502e-05
Cluster286     COVAR    552   16361       23.455     0.033436       6.5046   0.00015611
Cluster226     COVAR    553   16361       24.973     0.034474       6.2913   3.6195e-05
Cluster364     COVAR    553   16361       18.932     0.031586       5.2935   0.00017478
Cluster226     COVAR    554   16361       25.894     0.035746       6.2686   1.8181e-05
Cluster377     COVAR    554   16361        23.02     0.037606       5.3435   8.2896e-06
Cluster226     COVAR    555   16361       25.364     0.035014        6.275   2.6632e-05
Cluster378     COVAR    555   16361       21.639     0.036357       4.9976   7.5139e-06
Cluster226     COVAR    556   16361       23.498     0.032437       6.3386   0.00010525
Cluster385     COVAR    556   16361        23.87     0.032392       6.4936   0.00011894
Cluster226     COVAR    557   16361       24.762     0.034184       6.3019   4.2789e-05
Cluster386     COVAR    557   16361       15.663     0.028865       4.6702   0.00039947
Cluster226     COVAR    558   16361       25.566     0.035292       6.2786   2.3445e-05
Cluster396     COVAR    558   16361       18.562     0.032218       5.2704   0.00021498
Cluster226     COVAR    559   16361       20.403     0.028165       6.5075   0.00086027
Cluster403     COVAR    559   16361       18.812     0.034148       4.9817   7.9945e-05
Cluster226     COVAR    560   16361       20.645       0.0285       6.5162   0.00076834
Cluster405     COVAR    560   16361       26.777     0.033062       7.4882   0.00017509
Cluster226     COVAR    561   16361       25.548     0.035268       6.2734   2.3387e-05
Cluster415     COVAR    561   16361       21.699     0.036032       5.1828   1.4234e-05
Cluster226     COVAR    562   16361        23.61     0.032593       6.3612   0.00010339
Cluster422     COVAR    562   16361       22.001     0.028157       7.0273   0.00087325
Cluster226     COVAR    563   16361       14.057     0.019405         6.98      0.02202
Cluster426     COVAR    563   16361       37.037      0.04089       8.7738   1.2223e-05
Cluster226     COVAR    564   16361       16.789     0.023176       6.8376    0.0070436
Cluster427     COVAR    564   16361       26.715     0.034997       7.1276   8.9471e-05
Cluster226     COVAR    565   16361       23.396     0.032297       6.3469   0.00011424
Cluster428     COVAR    565   16361       25.224     0.032289       7.0266   0.00016607
Cluster226     COVAR    566   16361       23.034     0.031797       6.3912   0.00015724
Cluster429     COVAR    566   16361       19.741     0.029546       6.1964   0.00072302
Cluster226     COVAR    567   16361       21.674      0.02992       6.6265   0.00053762
Cluster430     COVAR    567   16361       14.379     0.023019       5.7533    0.0062273
Cluster228     COVAR    568   16361       18.955     0.024068       9.0122     0.017731
Cluster229     COVAR    568   16361       21.599     0.029987        8.235    0.0043653
Cluster228     COVAR    569   16361       27.944     0.035483       7.9077   0.00020547
Cluster230     COVAR    569   16361       10.269     0.015387       6.3955     0.054193
Cluster228     COVAR    570   16361       24.854     0.031559       8.5122    0.0017539
Cluster231     COVAR    570   16361       14.991     0.019975       8.0625     0.031502
Cluster228     COVAR    571   16361       28.146     0.035739       8.2922   0.00034496
Cluster232     COVAR    571   16361       9.9875     0.013584       7.7469      0.09867
Cluster228     COVAR    572   16361       24.197     0.030725       8.6312    0.0025314
Cluster233     COVAR    572   16361       15.653     0.020842       8.1796     0.027844
Cluster228     COVAR    573   16361        19.36     0.024583       9.3372     0.019076
Cluster234     COVAR    573   16361       22.285     0.027615       9.4977    0.0094864
Cluster228     COVAR    574   16361       29.661     0.037663       7.1193   1.5573e-05
Cluster242     COVAR    574   16361       21.022     0.026984       7.0852    0.0015057
Cluster228     COVAR    575   16361       30.217     0.038368       7.0392   8.8859e-06
Cluster250     COVAR    575   16361       21.187     0.035785       5.5749   7.2554e-05
Cluster228     COVAR    576   16361       30.542     0.038782       7.0384   7.1947e-06
Cluster251     COVAR    576   16361       20.326     0.031826       5.8048   0.00023202
Cluster228     COVAR    577   16361       30.302     0.038476       7.0424    8.492e-06
Cluster252     COVAR    577   16361       22.647      0.03344       6.2312   0.00013979
Cluster228     COVAR    578   16361       29.389     0.037317       7.1363   1.9199e-05
Cluster269     COVAR    578   16361       21.048     0.027779       7.0486    0.0014153
Cluster228     COVAR    579   16361       29.631     0.037624       7.1328    1.642e-05
Cluster271     COVAR    579   16361       18.602     0.026703       6.5047    0.0021232
Cluster228     COVAR    580   16361       30.195     0.038341       7.0504   9.2895e-06
Cluster272     COVAR    580   16361       18.553     0.033527       5.2247   0.00019246
Cluster228     COVAR    581   16361       27.799     0.035298       7.1928    5.585e-05
Cluster273     COVAR    581   16361       24.461     0.032691       7.0619   0.00026707
Cluster228     COVAR    582   16361        29.62     0.037611       7.0887   1.4762e-05
Cluster275     COVAR    582   16361       20.738     0.031147       6.1682   0.00038775
Cluster228     COVAR    583   16361       28.933     0.036738       7.1001   2.3139e-05
Cluster283     COVAR    583   16361       25.217     0.034411        6.797     0.000104
Cluster228     COVAR    584   16361        30.02     0.038118       7.1018   1.1912e-05
Cluster284     COVAR    584   16361       18.489     0.026898       6.3792    0.0018784
Cluster228     COVAR    585   16361        29.07     0.036913       7.1334   2.3108e-05
Cluster286     COVAR    585   16361       21.224     0.030256       6.5885   0.00063935
Cluster228     COVAR    586   16361       32.028     0.040667       6.9913   2.3336e-06
Cluster364     COVAR    586   16361        19.06       0.0318       5.2846   0.00015559
Cluster228     COVAR    587   16361       31.608     0.040135       6.9932    3.121e-06
Cluster377     COVAR    587   16361       22.024     0.035979       5.3553   1.9673e-05
Cluster228     COVAR    588   16361       30.884     0.039216       7.0099   5.3098e-06
Cluster378     COVAR    588   16361       20.563     0.034549       5.0155   2.0787e-05
Cluster228     COVAR    589   16361       29.395     0.037325       7.0942   1.7203e-05
Cluster385     COVAR    589   16361        22.55     0.030601       6.5289   0.00027713
Cluster228     COVAR    590   16361       30.598     0.038853       7.0546   7.2603e-06
Cluster386     COVAR    590   16361       14.561     0.026833       4.6966   0.00096863
Cluster228     COVAR    591   16361       31.719     0.040276       7.0027   2.9795e-06
Cluster396     COVAR    591   16361       17.775     0.030852       5.2808   0.00038246
Cluster228     COVAR    592   16361       26.134     0.033184       7.3211    0.0001793
Cluster403     COVAR    592   16361        17.56     0.031876       5.0349   0.00024438
Cluster228     COVAR    593   16361       25.858     0.032834       7.4314   0.00025185
Cluster405     COVAR    593   16361       24.076     0.029727       7.6718   0.00085175
Cluster228     COVAR    594   16361       31.227     0.039651       7.0038   4.1582e-06
Cluster415     COVAR    594   16361        20.67     0.034323       5.1981   3.5158e-05
Cluster228     COVAR    595   16361       29.816     0.037859       7.1124   1.3904e-05
Cluster422     COVAR    595   16361       20.689     0.026477       7.0585     0.001692
Cluster228     COVAR    596   16361        17.26     0.021916        8.364     0.019538
Cluster426     COVAR    596   16361        34.07     0.037614       9.4448   0.00015529
Cluster228     COVAR    597   16361       23.709     0.030105       7.5286   0.00082045
Cluster427     COVAR    597   16361        25.35      0.03321       7.0503   0.00016236
Cluster228     COVAR    598   16361       28.015     0.035573       7.2378   5.4515e-05
Cluster428     COVAR    598   16361       21.919     0.028059       7.1986    0.0011659
Cluster228     COVAR    599   16361       28.734     0.036485       7.2095   3.3835e-05
Cluster429     COVAR    599   16361       17.802     0.026644       6.2793    0.0022944
Cluster228     COVAR    600   16361       28.415      0.03608       7.3641   5.7296e-05
Cluster430     COVAR    600   16361       13.382     0.021423       5.7438    0.0099133
Cluster229     COVAR    601   16361       28.344     0.039352       7.7839   0.00013608
Cluster230     COVAR    601   16361       6.5156    0.0097632       6.8894      0.17215
Cluster229     COVAR    602   16361       25.342     0.035184        8.257    0.0010755
Cluster231     COVAR    602   16361       11.784     0.015702       8.5588     0.084286
Cluster229     COVAR    603   16361       28.987     0.040245       8.0923   0.00017101
Cluster232     COVAR    603   16361       5.9457     0.008087       8.2735      0.23619
Cluster229     COVAR    604   16361       24.517     0.034039       7.9102   0.00097146
Cluster233     COVAR    604   16361       14.098     0.018772       8.2037     0.042863
Cluster229     COVAR    605   16361       21.236     0.029484       7.8654    0.0034718
Cluster234     COVAR    605   16361       21.519     0.026667       8.7557    0.0069969
Cluster229     COVAR    606   16361        28.51     0.039582       6.5296    6.367e-06
Cluster242     COVAR    606   16361        20.18     0.025903       7.1116    0.0022757
Cluster229     COVAR    607   16361       29.097     0.040398       6.4368   3.1106e-06
Cluster250     COVAR    607   16361       20.869     0.035249       5.5789   9.2143e-05
Cluster229     COVAR    608   16361       29.405     0.040825        6.436    2.474e-06
Cluster251     COVAR    608   16361       19.994     0.031306        5.809    0.0002897
Cluster229     COVAR    609   16361       29.209     0.040554       6.4386   2.8819e-06
Cluster252     COVAR    609   16361       22.322      0.03296       6.2345   0.00017215
Cluster229     COVAR    610   16361       28.695      0.03984       6.5005    5.106e-06
Cluster269     COVAR    610   16361       21.062     0.027797       7.0266    0.0013636
Cluster229     COVAR    611   16361        28.89     0.040111       6.4988   4.4184e-06
Cluster271     COVAR    611   16361       18.601     0.026702       6.4858    0.0020685
Cluster229     COVAR    612   16361       29.162     0.040487       6.4437   3.0361e-06
Cluster272     COVAR    612   16361       18.321     0.033107       5.2257   0.00022827
Cluster229     COVAR    613   16361       27.288     0.037886       6.5506   1.5614e-05
Cluster273     COVAR    613   16361       24.338     0.032527       7.0383   0.00027295
Cluster229     COVAR    614   16361        28.57     0.039666       6.4856   5.3252e-06
Cluster275     COVAR    614   16361       20.289     0.030472        6.176   0.00051095
Cluster229     COVAR    615   16361       28.149     0.039082       6.4817    7.081e-06
Cluster283     COVAR    615   16361       25.008     0.034125       6.7906   0.00011581
Cluster229     COVAR    616   16361       29.235     0.040589        6.473   3.1707e-06
Cluster284     COVAR    616   16361       18.521     0.026944       6.3631    0.0018057
Cluster229     COVAR    617   16361       28.707     0.039856       6.4762   4.6899e-06
Cluster286     COVAR    617   16361       21.671     0.030893       6.5461   0.00046673
Cluster229     COVAR    618   16361       30.545     0.042408       6.3958   9.0432e-07
Cluster364     COVAR    618   16361        18.61     0.031049       5.2907   0.00021855
Cluster229     COVAR    619   16361       30.406     0.042215       6.3909   9.8894e-07
Cluster377     COVAR    619   16361       21.863     0.035715       5.3559   2.2449e-05
Cluster229     COVAR    620   16361        30.06     0.041734       6.3978   1.3233e-06
Cluster378     COVAR    620   16361       20.664     0.034719       5.0095   1.8647e-05
Cluster229     COVAR    621   16361       29.262     0.040627       6.4356   2.7443e-06
Cluster385     COVAR    621   16361        23.35     0.031686       6.4817   0.00015821
Cluster229     COVAR    622   16361       29.852     0.041445       6.4288    1.729e-06
Cluster386     COVAR    622   16361       14.739     0.027162       4.6839   0.00082716
Cluster229     COVAR    623   16361       30.423     0.042238       6.4032   1.0215e-06
Cluster396     COVAR    623   16361       17.469     0.030321       5.2845    0.0004749
Cluster229     COVAR    624   16361       25.409     0.035277       6.7179    7.801e-05
Cluster403     COVAR    624   16361       16.974     0.030811        5.056   0.00039481
Cluster229     COVAR    625   16361       26.473     0.036754       6.6245   3.2353e-05
Cluster405     COVAR    625   16361       25.106     0.030998       7.4842   0.00039858
Cluster229     COVAR    626   16361        30.51     0.042359       6.3894   9.0761e-07
Cluster415     COVAR    626   16361       20.937     0.034766       5.1896   2.7527e-05
Cluster229     COVAR    627   16361       28.894     0.040115       6.4968   4.3806e-06
Cluster422     COVAR    627   16361       20.375     0.026076       7.0561    0.0019438
Cluster229     COVAR    628   16361       20.025     0.027802       7.1957    0.0026973
Cluster426     COVAR    628   16361       33.324     0.036791       8.8925   8.9686e-05
Cluster229     COVAR    629   16361        23.79      0.03303       6.8302   0.00024854
Cluster427     COVAR    629   16361       24.933     0.032663       6.9998   0.00018469
Cluster229     COVAR    630   16361       28.023     0.038906       6.5266   8.8478e-06
Cluster428     COVAR    630   16361       22.762     0.029137       7.1037   0.00067872
Cluster229     COVAR    631   16361       28.482     0.039544       6.5183   6.2689e-06
Cluster429     COVAR    631   16361       18.418     0.027566       6.2131    0.0015185
Cluster229     COVAR    632   16361       28.089     0.038997       6.6269   1.1322e-05
Cluster430     COVAR    632   16361       13.911     0.022269       5.6566    0.0069689
Cluster230     COVAR    633   16361        7.875       0.0118        7.803      0.15644
Cluster231     COVAR    633   16361       22.118     0.029472       9.1383    0.0077593
Cluster230     COVAR    634   16361       12.614     0.018901       7.4501     0.045229
Cluster232     COVAR    634   16361       14.697      0.01999       8.6059      0.04385
Cluster230     COVAR    635   16361       9.0084     0.013498       7.1615      0.10423
Cluster233     COVAR    635   16361       22.662     0.030175       8.3916    0.0034655
Cluster230     COVAR    636   16361       6.8399     0.010249       6.9443      0.16233
Cluster234     COVAR    636   16361       30.363     0.037626       8.7339   0.00025483
Cluster230     COVAR    637   16361       16.699     0.025022       5.8026     0.002005
Cluster242     COVAR    637   16361        22.17     0.028457       7.1402    0.0009533
Cluster230     COVAR    638   16361       17.548     0.026295       5.7049     0.001051
Cluster250     COVAR    638   16361       21.918      0.03702       5.5866   4.3893e-05
Cluster230     COVAR    639   16361       17.697     0.026518        5.711   0.00097368
Cluster251     COVAR    639   16361       20.955     0.032812       5.8238   0.00016076
Cluster230     COVAR    640   16361       17.746     0.026591       5.7022   0.00093085
Cluster252     COVAR    640   16361       23.586     0.034827       6.2383    7.847e-05
Cluster230     COVAR    641   16361       17.067     0.025573       5.7632    0.0015343
Cluster269     COVAR    641   16361       22.958       0.0303       7.0384   0.00055487
Cluster230     COVAR    642   16361        17.87     0.026777       5.7181   0.00089058
Cluster271     COVAR    642   16361       20.992     0.030134       6.4476   0.00056669
Cluster230     COVAR    643   16361       17.747     0.026593       5.7042   0.00093318
Cluster272     COVAR    643   16361        19.46     0.035165       5.2266   9.8732e-05
Cluster230     COVAR    644   16361        16.15     0.024199       5.7747    0.0025858
Cluster273     COVAR    644   16361       26.965     0.036037       7.0102   6.0172e-05
Cluster230     COVAR    645   16361       16.643     0.024938       5.7734    0.0019748
Cluster275     COVAR    645   16361       21.578     0.032408       6.2116   0.00025734
Cluster230     COVAR    646   16361       16.561     0.024816       5.7484    0.0019848
Cluster283     COVAR    646   16361       26.678     0.036405       6.8041   4.4321e-05
Cluster230     COVAR    647   16361       17.563     0.026317        5.742    0.0011136
Cluster284     COVAR    647   16361       19.966     0.029046       6.3773   0.00087356
Cluster230     COVAR    648   16361       17.154     0.025704       5.7392    0.0014027
Cluster286     COVAR    648   16361        23.28     0.033187       6.5543   0.00019186
Cluster230     COVAR    649   16361        18.88     0.028291       5.6685   0.00043419
Cluster364     COVAR    649   16361       19.126     0.031909       5.2979   0.00015361
Cluster230     COVAR    650   16361       18.324     0.027458       5.6749   0.00062256
Cluster377     COVAR    650   16361       22.042     0.036007       5.3733   2.0588e-05
Cluster230     COVAR    651   16361       18.477     0.027687       5.6687   0.00055928
Cluster378     COVAR    651   16361        21.24     0.035686       5.0149   1.1483e-05
Cluster230     COVAR    652   16361       17.468     0.026175        5.715    0.0011216
Cluster385     COVAR    652   16361       24.348     0.033041       6.5033   9.0949e-05
Cluster230     COVAR    653   16361       18.208     0.027284       5.7001   0.00070227
Cluster386     COVAR    653   16361       15.504     0.028571       4.6922   0.00047757
Cluster230     COVAR    654   16361        18.83     0.028215       5.6735   0.00045302
Cluster396     COVAR    654   16361       18.128     0.031465       5.2901   0.00030624
Cluster230     COVAR    655   16361       14.958     0.022413       5.8346    0.0051839
Cluster403     COVAR    655   16361       19.787     0.035918       4.9613   3.3452e-05
Cluster230     COVAR    656   16361       15.218     0.022803       5.8361    0.0045643
Cluster405     COVAR    656   16361        28.32     0.034967       7.4495   7.2189e-05
Cluster230     COVAR    657   16361       18.297     0.027417       5.6771   0.00063592
Cluster415     COVAR    657   16361       20.992     0.034858       5.2098   2.8113e-05
Cluster230     COVAR    658   16361       17.285     0.025901       5.7575    0.0013425
Cluster422     COVAR    658   16361       22.279     0.028512        7.065   0.00080859
Cluster230     COVAR    659   16361       9.0754     0.013599       6.2081     0.071899
Cluster426     COVAR    659   16361       39.537      0.04365       8.6679    2.564e-06
Cluster230     COVAR    660   16361       11.481     0.017203       6.1007      0.02994
Cluster427     COVAR    660   16361       28.663     0.037549        7.064   2.4927e-05
Cluster230     COVAR    661   16361       16.966     0.025422       5.7467    0.0015798
Cluster428     COVAR    661   16361         25.4     0.032514       7.0669   0.00016327
Cluster230     COVAR    662   16361       17.024     0.025509       5.7642    0.0015745
Cluster429     COVAR    662   16361       20.389     0.030515       6.2076   0.00051217
Cluster230     COVAR    663   16361       16.407     0.024586       5.8547    0.0025392
Cluster430     COVAR    663   16361       16.272     0.026049       5.6462    0.0019791
Cluster231     COVAR    664   16361       23.775      0.03168       10.505     0.011816
Cluster232     COVAR    664   16361       5.9805    0.0081343       10.361      0.28191
Cluster231     COVAR    665   16361       15.893     0.021177       9.2141     0.042286
Cluster233     COVAR    665   16361        18.08     0.024073        9.219     0.024943
Cluster231     COVAR    666   16361       10.822      0.01442       9.1852      0.11936
Cluster234     COVAR    666   16361       27.305     0.033837       9.8643    0.0028231
Cluster231     COVAR    667   16361       23.923     0.031877       6.7789   0.00020918
Cluster242     COVAR    667   16361       21.334     0.027384       7.1227    0.0013735
Cluster231     COVAR    668   16361       24.395     0.032505       6.6917    0.0001339
Cluster250     COVAR    668   16361       21.216     0.035835       5.5953   7.5108e-05
Cluster231     COVAR    669   16361       24.507     0.032655        6.705   0.00012904
Cluster251     COVAR    669   16361       20.108     0.031485       5.8383   0.00028728
Cluster231     COVAR    670   16361       24.871     0.033141       6.6764   9.7934e-05
Cluster252     COVAR    670   16361       23.038     0.034018       6.2368   0.00011082
Cluster231     COVAR    671   16361       24.065     0.032066       6.7558   0.00018454
Cluster269     COVAR    671   16361       21.961     0.028984        7.045   0.00091477
Cluster231     COVAR    672   16361       24.184     0.032224       6.7632   0.00017518
Cluster271     COVAR    672   16361       19.293     0.027695       6.5117    0.0015267
Cluster231     COVAR    673   16361       24.519     0.032671       6.6973   0.00012608
Cluster272     COVAR    673   16361       18.705     0.033801       5.2399   0.00017931
Cluster231     COVAR    674   16361       22.724     0.030279       6.7903   0.00041024
Cluster273     COVAR    674   16361         25.7     0.034347       7.0386   0.00013094
Cluster231     COVAR    675   16361       24.044     0.032038       6.7315   0.00017783
Cluster275     COVAR    675   16361       21.129     0.031734       6.1841   0.00031781
Cluster231     COVAR    676   16361       22.656     0.030188       6.7945   0.00042852
Cluster283     COVAR    676   16361        25.09     0.034238       6.8672   0.00012976
Cluster231     COVAR    677   16361       24.658     0.032856        6.727   0.00012388
Cluster284     COVAR    677   16361       19.181     0.027904       6.3796    0.0013231
Cluster231     COVAR    678   16361       23.732     0.031622       6.7562   0.00022257
Cluster286     COVAR    678   16361       22.028     0.031402       6.5883    0.0004147
Cluster231     COVAR    679   16361       26.285     0.035025        6.633   3.7221e-05
Cluster364     COVAR    679   16361       18.938     0.031596       5.2935   0.00017395
Cluster231     COVAR    680   16361       25.158     0.033522       6.6564   7.8917e-05
Cluster377     COVAR    680   16361        21.42     0.034992       5.3817   3.4602e-05
Cluster231     COVAR    681   16361       24.688     0.032896       6.6709   0.00010788
Cluster378     COVAR    681   16361       20.261     0.034042       5.0391   2.9164e-05
Cluster231     COVAR    682   16361       23.776     0.031681       6.7401   0.00021038
Cluster385     COVAR    682   16361       22.946     0.031138        6.549   0.00023017
Cluster231     COVAR    683   16361       24.914     0.033197       6.7043   0.00010156
Cluster386     COVAR    683   16361       14.662     0.027019       4.7124   0.00093316
Cluster231     COVAR    684   16361        25.51     0.033992       6.6684   6.5545e-05
Cluster396     COVAR    684   16361        17.22     0.029889       5.3093   0.00059198
Cluster231     COVAR    685   16361        20.65     0.027515       6.9444    0.0014744
Cluster403     COVAR    685   16361       18.412     0.033422       5.0422   0.00013083
Cluster231     COVAR    686   16361       21.116     0.028137       6.9369    0.0011694
Cluster405     COVAR    686   16361       26.275     0.032442       7.5608   0.00025605
Cluster231     COVAR    687   16361       25.433     0.033888       6.6487   6.5622e-05
Cluster415     COVAR    687   16361       20.602      0.03421       5.2099   3.8543e-05
Cluster231     COVAR    688   16361       23.761     0.031661       6.8069   0.00024159
Cluster422     COVAR    688   16361       20.515     0.026255       7.1321    0.0020138
Cluster231     COVAR    689   16361       12.734     0.016968       7.6528     0.048073
Cluster426     COVAR    689   16361       37.165     0.041032       9.1238   2.3292e-05
Cluster231     COVAR    690   16361       17.475     0.023285        7.234    0.0078603
Cluster427     COVAR    690   16361       26.681     0.034953       7.1523   9.5956e-05
Cluster231     COVAR    691   16361       22.926     0.030549       6.8211   0.00038923
Cluster428     COVAR    691   16361       23.382     0.029931       7.1625   0.00054962
Cluster231     COVAR    692   16361        23.54     0.031367       6.8039   0.00027111
Cluster429     COVAR    692   16361       18.971     0.028393       6.2566    0.0012165
Cluster231     COVAR    693   16361       22.875      0.03048       6.9697   0.00051666
Cluster430     COVAR    693   16361       14.499     0.023211       5.7394    0.0057696
Cluster232     COVAR    694   16361       4.9581    0.0067436       10.265      0.31455
Cluster233     COVAR    694   16361       25.278     0.033659       10.413    0.0076047
Cluster232     COVAR    695   16361         3.04    0.0041348       9.0862      0.36897
Cluster234     COVAR    695   16361       33.074     0.040985        9.893   0.00041522
Cluster232     COVAR    696   16361       19.763      0.02688       6.6646    0.0015143
Cluster242     COVAR    696   16361       22.565     0.028964       7.0995   0.00074202
Cluster232     COVAR    697   16361       20.917     0.028449       6.5663   0.00072427
Cluster250     COVAR    697   16361       22.285     0.037641       5.5665   3.1379e-05
Cluster232     COVAR    698   16361       20.992     0.028551       6.5738    0.0007051
Cluster251     COVAR    698   16361       21.316     0.033377       5.8033   0.00012026
Cluster232     COVAR    699   16361       21.094     0.028691       6.5647   0.00065759
Cluster252     COVAR    699   16361       23.988      0.03542       6.2174   5.7372e-05
Cluster232     COVAR    700   16361       20.056     0.027279       6.6356    0.0012559
Cluster269     COVAR    700   16361        23.22     0.030646       7.0154   0.00046782
Cluster232     COVAR    701   16361       20.471     0.027843       6.6188   0.00099342
Cluster271     COVAR    701   16361       20.785     0.029837       6.4609   0.00064904
Cluster232     COVAR    702   16361        20.43     0.027788       6.5945   0.00097586
Cluster272     COVAR    702   16361       19.383     0.035026       5.2309   0.00010592
Cluster232     COVAR    703   16361       18.771     0.025531        6.666    0.0024353
Cluster273     COVAR    703   16361           27     0.036084       7.0054   5.8333e-05
Cluster232     COVAR    704   16361       19.686     0.026775         6.64    0.0015174
Cluster275     COVAR    704   16361       21.863     0.032836       6.1845   0.00020442
Cluster232     COVAR    705   16361       19.201     0.026116       6.6387     0.001915
Cluster283     COVAR    705   16361       26.686     0.036415       6.8026   4.3966e-05
Cluster232     COVAR    706   16361         20.4     0.027746        6.628    0.0010447
Cluster284     COVAR    706   16361        20.02     0.029124       6.3727   0.00084222
Cluster232     COVAR    707   16361       19.788     0.026914       6.6341    0.0014309
Cluster286     COVAR    707   16361       23.216     0.033096       6.5588   0.00020093
Cluster232     COVAR    708   16361       22.111     0.030073       6.5406   0.00036271
Cluster364     COVAR    708   16361       19.311     0.032219       5.2919   0.00013201
Cluster232     COVAR    709   16361       20.996     0.028557       6.5621   0.00068977
Cluster377     COVAR    709   16361       21.907     0.035787       5.3789   2.3353e-05
Cluster232     COVAR    710   16361       21.283     0.028948        6.551   0.00058081
Cluster378     COVAR    710   16361       21.178     0.035582        5.017   1.2229e-05
Cluster232     COVAR    711   16361       19.368     0.026343       6.6512    0.0017984
Cluster385     COVAR    711   16361       23.718     0.032187       6.5521   0.00014786
Cluster232     COVAR    712   16361       20.914     0.028446       6.5931   0.00075837
Cluster386     COVAR    712   16361       15.387     0.028356       4.6984   0.00052963
Cluster232     COVAR    713   16361       21.311     0.028986       6.5731   0.00059466
Cluster396     COVAR    713   16361       17.748     0.030806       5.3058   0.00041247
Cluster232     COVAR    714   16361       16.585     0.022558       6.8015    0.0073821
Cluster403     COVAR    714   16361       19.539     0.035468       5.0068   4.7834e-05
Cluster232     COVAR    715   16361       16.164     0.021986       6.8837    0.0094391
Cluster405     COVAR    715   16361       27.549     0.034015       7.6067    0.0001469
Cluster232     COVAR    716   16361       20.897     0.028423       6.5673   0.00073279
Cluster415     COVAR    716   16361       20.819     0.034571       5.2173   3.3138e-05
Cluster232     COVAR    717   16361       19.698     0.026791       6.6772    0.0015916
Cluster422     COVAR    717   16361       21.958     0.028101       7.0931   0.00098386
Cluster232     COVAR    718   16361        7.755     0.010548       7.4956      0.15043
Cluster426     COVAR    718   16361         40.2     0.044382       9.0601   4.5957e-06
Cluster232     COVAR    719   16361        11.13     0.015138       7.3293     0.064455
Cluster427     COVAR    719   16361       28.622     0.037495       7.3467   4.9161e-05
Cluster232     COVAR    720   16361         18.8     0.025571       6.6997    0.0025106
Cluster428     COVAR    720   16361       24.735     0.031663       7.1325   0.00026307
Cluster232     COVAR    721   16361       18.858     0.025649       6.7355    0.0025608
Cluster429     COVAR    721   16361       19.712     0.029502       6.2795   0.00084913
Cluster232     COVAR    722   16361       17.587      0.02392       7.0004    0.0060034
Cluster430     COVAR    722   16361       15.143     0.024242       5.8444    0.0047895
Cluster233     COVAR    723   16361       11.501     0.015314       9.4318      0.11135
Cluster234     COVAR    723   16361       26.574      0.03293       10.124    0.0043386
Cluster233     COVAR    724   16361       24.533     0.032666       6.7929   0.00015275
Cluster242     COVAR    724   16361       21.027      0.02699       7.1336    0.0016035
Cluster233     COVAR    725   16361       25.755     0.034294       6.6649   5.5957e-05
Cluster250     COVAR    725   16361       21.679     0.036617         5.57    4.991e-05
Cluster233     COVAR    726   16361       25.577     0.034057       6.6867   6.5655e-05
Cluster251     COVAR    726   16361       20.378     0.031907       5.8193   0.00023183
Cluster233     COVAR    727   16361       25.884     0.034466       6.6654   5.1747e-05
Cluster252     COVAR    727   16361       23.266     0.034354       6.2232   9.2917e-05
Cluster233     COVAR    728   16361       25.024      0.03332       6.7375   0.00010236
Cluster269     COVAR    728   16361       22.152     0.029236       7.0221   0.00080543
Cluster233     COVAR    729   16361       26.009     0.034632       6.6812    4.977e-05
Cluster271     COVAR    729   16361       20.608     0.029583       6.4292   0.00067596
Cluster233     COVAR    730   16361        25.94      0.03454        6.665   4.9958e-05
Cluster272     COVAR    730   16361       19.231     0.034752       5.2118    0.0001126
Cluster233     COVAR    731   16361       24.043     0.032014       6.7481   0.00018396
Cluster273     COVAR    731   16361       26.117     0.034904       6.9911   9.3935e-05
Cluster233     COVAR    732   16361         25.3     0.033687        6.699   7.9806e-05
Cluster275     COVAR    732   16361       21.579     0.032409       6.1509   0.00022629
Cluster233     COVAR    733   16361       23.919     0.031849       6.7556   0.00020027
Cluster283     COVAR    733   16361       25.438     0.034713       6.8242   9.7029e-05
Cluster233     COVAR    734   16361       25.298     0.033685       6.7354     8.67e-05
Cluster284     COVAR    734   16361       18.981     0.027613       6.3841    0.0014763
Cluster233     COVAR    735   16361        24.51     0.032635       6.7536    0.0001427
Cluster286     COVAR    735   16361       21.969     0.031318       6.5822   0.00042356
Cluster233     COVAR    736   16361       27.156     0.036159       6.6311   2.1203e-05
Cluster364     COVAR    736   16361       19.067     0.031811       5.2891   0.00015669
Cluster233     COVAR    737   16361       25.931     0.034528       6.6566   4.9218e-05
Cluster377     COVAR    737   16361       21.423     0.034996        5.379   3.4246e-05
Cluster233     COVAR    738   16361       26.744      0.03561       6.6313   2.7688e-05
Cluster378     COVAR    738   16361        21.16     0.035553       5.0065   1.1941e-05
Cluster233     COVAR    739   16361       24.809     0.033033       6.7208   0.00011198
