VARIABLE,cluster_id,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,n_cells,NGENES,BETA,BETA_STD,SE,P
Cluster279,279,CGE_279,CGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 54.6%, Hippocampus: 26.0%, Amygdala: 14.6%","Human MEC: 5.4%, Human CMN: 5.0%, Human CA4C-DGC: 5.0%","LINC01162, AC006305.1, HTR3A, HGFAC, SP8, CXCL14, SLC17A8, CNR1, LINC01470, LINC01416",7444,16327,5.1597,0.0082153,4.9515,0.14871
Cluster333,333,Mmb_333,Mammillary body,NEUR,HDC VGLUT2,"Hypothalamus: 97.7%, Cerebral cortex: 1.0%, Thalamus: 0.8%","Human HTHma-HTHtub: 36.0%, Human HTHtub: 28.7%, Human MN: 27.0%","SIM1, AC244258.1, LHX1-DT, LTBP1, FOXB1, ZFHX4-AS1, CD36, LHX1, PMFBP1, PITX2",711,16327,3.9629,0.0082284,3.8209,0.14984
Cluster449,449,Thex_449,Thalamic excitatory,,VGLUT2,"Thalamus: 98.7%, Amygdala: 1.0%, Midbrain: 0.3%","Human LP: 53.9%, Human ANC: 23.2%, Human Pul: 7.5%","CASQ2, RGS16, AC105213.1, MATN3, FAM20A, SHOX2, TAFA4, NTS, IRAG1, VANGL1",3539,16327,4.2079,0.0081233,4.0807,0.15124
Cluster110,110,DLCT6b_110,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 84.7%, Basal forebrain: 6.3%, Amygdala: 5.0%","Human FI: 9.6%, Human ACC: 9.2%, Human A38: 7.1%","AC105021.1, TRIM22, SULF1, C5AR2, AC073968.2, LGR6, CAV1, AC079380.1, S100Z, ABCC9",8324,16327,4.4395,0.0077725,4.3407,0.15322
Cluster421,421,Splat_421,Splatter,NEUR,GABA,"Hypothalamus: 64.1%, Amygdala: 19.7%, Thalamus: 14.8%","Human HTHpo: 29.3%, Human HTHso-HTHtub: 19.3%, Human BNST: 16.3%","ECEL1, FAM9B, TMEM114, ARHGAP36, AL035425.2, PGR, DGKK, ESR1, DIRAS3, PGR-AS1",1417,16327,5.1071,0.0080943,4.9993,0.1535
Cluster146,146,DLIT_146,Deep-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Amygdala: 65.4%, Cerebral cortex: 33.1%, Hypothalamus: 0.8%","Human Pir: 22.2%, Human CEN: 19.8%, Human BL: 17.2%","CCN4, STPG2-AS1, AC105450.1, LINC00683, ATP10A, SNTG2, UCMA, TMEM244, FGF10, LINC02008",5654,16327,5.8834,0.0080421,5.7844,0.15456
Cluster121,121,ULIT_121,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 91.7%, Amygdala: 3.9%, Basal forebrain: 2.7%","Human A38: 13.5%, Human TH-TL: 11.4%, Human MTG: 9.6%","MUC19, LINC01331, GLP2R, AL136985.3, TTC6, AC009878.2, LINC02248, AC011287.2, LINC01622, AL353604.1",36308,16327,5.0303,0.0079131,5.0022,0.15731
Cluster45,45,Oligo_45,Oligodendrocyte,OLIGO,,"Cerebral cortex: 20.0%, Basal forebrain: 18.5%, Midbrain: 15.8%","Human GPe: 8.4%, Human SN: 7.4%, Human SN-RN: 4.8%","LINC01608, OPALIN, LINC01792, SLCO1A2, LINC02882, FOLH1, MAL, ASPA, AC108721.2, SH3TC2",109325,16327,2.0507,0.0077066,2.0474,0.15827
Cluster185,185,CA13_185,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 43.0%, Human Sub: 38.9%, Human CA1-2R: 13.0%","NTS, FNDC1, AC116345.1, LINC02153, AC023781.1, ESRRAP2, GNA14-AS1, AC092661.1, C16orf74, AL356417.2",561,16327,4.4065,0.0077379,4.4606,0.16162
Cluster378,378,Splat_378,Splatter,NEUR,HDC VGLUT2,"Amygdala: 29.4%, Basal forebrain: 25.2%, Hypothalamus: 22.3%","Human BNST: 27.8%, Human ANC: 18.1%, Human SEP: 16.8%","ONECUT3, C14orf39, ONECUT1, MIR217HG, ISL1, VWA5B1, AC022433.1, AC092957.1, COL15A1, AC010478.1",493,16327,4.4996,0.0075562,4.5597,0.16187
Cluster336,336,Splat_336,Splatter,NEUR,VGLUT2 VGLUT3,"Midbrain: 91.5%, Thalamus: 8.1%, Medulla: 0.3%","Human SN-RN: 59.7%, Human PAG: 18.3%, Human CM-Pf: 7.7%","NKX6-1, FAM83B, ASAH2, LINC00261, EBF3, SIM1, ONECUT1, FOXA2, AC024230.1, AC079148.3",1263,16327,3.2174,0.007834,3.2696,0.16256
Cluster443,443,Midi_443,Midbrain-derived inhibitory,NEUR,GABA,"Thalamus: 98.3%, Midbrain: 1.6%, Pons: 0.1%","Human Pul: 26.6%, Human MD: 14.7%, Human LP: 13.7%","CASR, LINC01210, OTX2-AS1, OTX2, AL133493.1, AL161757.4, AL137100.3, NPPC, DMBX1, SOX14",14414,16327,4.1355,0.007658,4.2184,0.16346
Cluster340,340,Splat_340,Splatter,NEUR,VGLUT2,"Pons: 88.3%, Midbrain: 9.5%, Thalamus: 1.6%","Human PB: 67.1%, Human DTg: 14.6%, Human PnEN: 5.1%","PTH2, ONECUT1, LHX9, MAB21L2, PRDM6, AC016044.1, DLK1, LINC01798, C1QL1, ONECUT3",547,16327,3.1056,0.0074349,3.2193,0.16736
Cluster342,342,Splat_342,Splatter,NEUR,VGLUT2,"Cerebellum: 97.0%, Pons: 1.8%, Midbrain: 0.8%","Human CbDN: 97.0%, Human PnAN: 1.0%, Human PB: 0.6%","ASAH2, VENTXP1, AF130359.1, LTBP2, LINC01036, AC090993.1, AC007614.1, LINC01524, DIAPH3, AC087855.2",868,16327,2.7599,0.0075724,2.9054,0.17108
Cluster40,40,Oligo_40,Oligodendrocyte,OLIGO,,"Hippocampus: 24.8%, Cerebral cortex: 23.4%, Amygdala: 10.0%","Human CA4C-DGC: 4.7%, Human DGR-CA4Rpy: 4.6%, Human CA1: 4.3%","OPALIN, CD9, AC020909.2, MAL, LINC00639, AC110285.1, PLLP, LINC01170, MAG, SLCO1A2",4913,16327,2.4027,0.0074032,2.5436,0.17244
Cluster96,96,DLNP_96,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 85.1%, Amygdala: 7.0%, Basal forebrain: 5.7%","Human A38: 17.5%, Human MTG: 9.1%, Human Idg: 8.3%","HMGA2, AC129807.1, MYOCD, NPSR1-AS1, CD200R1L, ERG, COL8A1, TRIM22, FER1L6-AS2, CCDC80",685,16327,3.1867,0.0069705,3.3764,0.17264
Cluster179,179,CA13_179,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%","Human CA1C-CA3C: 40.8%, Human CA4C-DGC: 19.4%, Human Sub: 16.8%","AP001636.3, FNDC1, AC004160.1, CTXND1, FIBCD1, AC117386.2, AL356417.2, CASC6, COL5A2, BX255923.2",8293,16327,4.7871,0.0075177,5.0986,0.1739
Cluster232,232,EMSN_232,Eccentric medium spiny neuron,NEUR,GABA,"Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%","Human SI: 25.7%, Human HTHpo: 17.0%, Human BNST: 16.4%","ZNF736P9Y, CAPSL, GABRQ, LMNTD1, EYA2, NPFFR2, OTOF, PCDH11Y, RD3, LINC01550",3682,16327,5.3561,0.0072833,5.738,0.17531
Cluster156,156,Amex_156,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%","Human CMN: 38.0%, Human BL: 24.7%, Human CA1U-CA2U-CA3U: 16.5%","CAPN8, TACR3, TG, AC099565.1, CERS3-AS1, TRHR, AL392086.3, AL136985.3, AL136441.1, DSP",5433,16327,4.8574,0.0070581,5.3251,0.18085
Cluster22,22,Per_22,Vascular,PER,,"Thalamus: 34.2%, Cerebral cortex: 15.9%, Basal forebrain: 10.2%","Human CBV: 6.7%, Human CM: 5.4%, Human LP: 5.3%","CARMN, NOTCH3, SLC6A12, ITIH5, GGT5, SLC12A7, IFITM2, LINC02147, CYSLTR2, BGN",1856,16327,1.1886,0.0066334,1.322,0.18431
Cluster218,218,MSN_218,Medium spiny neuron,NEUR,,"Basal forebrain: 50.9%, Amygdala: 22.3%, Hypothalamus: 18.5%","Human SI: 38.1%, Human BNST: 19.5%, Human HTHpo: 16.2%","AC093515.1, AC079052.1, AC022433.1, ISL1, AC010478.1, DRD3, RXFP2, GDNF-AS1, AC006972.1, COL1A1",6712,16327,4.5627,0.0071805,5.0906,0.18505
Cluster457,457,Thex_457,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 98.3%, Amygdala: 1.4%, Cerebral cortex: 0.3%","Human ANC: 93.9%, Human ETH: 1.7%, Human BNST: 1.4%","LINC01036, SPTLC3, AC105213.1, SHOX2, LINC00922, NTS, TGFBI, AC082650.2, AC068989.1, LHX9",296,16327,3.9439,0.007023,4.4039,0.18526
Cluster346,346,Splat_346,Splatter,NEUR,VGLUT2,"Medulla: 60.2%, Spinal cord: 39.4%, Pons: 0.3%","Human SpC: 39.4%, Human MoAN: 34.3%, Human MoSR: 22.4%","LMX1B, HOXB3, HOXD3, AL161908.1, POU4F1, EBF3, HOXB7, HSPD1P8, NHLH1, TAC3",635,16327,2.4267,0.0069925,2.7458,0.18841
Cluster118,118,L5ET_118,Miscellaneous,NEUR,VGLUT1,"Hippocampus: 60.6%, Cerebral cortex: 26.6%, Midbrain: 11.9%","Human Sub: 36.7%, Human TH-TL: 23.9%, Human SC: 11.9%","CSN1S1, ERG, AC005482.1, ATP6V1C2, SLC5A7, LINC02433, LINC00607, ABCB11, POU3F1, EHF",109,16327,3.2255,0.0063641,3.736,0.19398
Cluster395,395,Splat_395,Splatter,NEUR,DA VGLUT2,"Midbrain: 92.6%, Hypothalamus: 6.5%, Thalamus: 0.7%","Human SN-RN: 58.2%, Human SN: 19.2%, Human PAG-DR: 6.2%","SLC6A3, LINC01956, TH, EN1, SLC18A2, LMX1B, SLC18A1, LMX1A, LINC00261, ASB4",998,16327,2.6617,0.0065143,3.1266,0.1973
Cluster55,55,Astro_55,Astrocyte,ASTRO,,"Basal forebrain: 82.4%, Thalamus: 7.0%, Hypothalamus: 5.0%","Human Pu: 19.1%, Human CaB: 17.0%, Human SI: 15.7%","ETNPPL, AC097518.2, PRDM16-DT, AL445259.1, CD38, OBI1-AS1, FGFR3, F3, APOC1, EFEMP1",3576,16327,1.9802,0.0065919,2.3458,0.1993
Cluster50,50,Oligo_50,Oligodendrocyte,OLIGO,,"Hypothalamus: 90.7%, Thalamus: 3.6%, Basal forebrain: 3.6%","Human MN: 90.7%, Human GPe: 3.6%, Human CM-Pf: 3.5%","PTCSC3, AC012494.2, AL591115.1, AC103831.1, AC093330.1, AL589787.1, AC061958.1, PDE4B-AS1, AC026746.1, AC108721.1",3044,16327,1.268,0.0062043,1.5052,0.19978
Cluster177,177,Misc_177,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Hippocampus: 68.2%, Midbrain: 20.5%, Cerebral cortex: 10.8%","Human Sub: 39.5%, Human CA1-2R: 23.8%, Human SC: 20.4%","AC008662.1, AC097528.1, LINC01339, COBLL1, AC018680.1, VIPR2, AC091096.1, LINC01524, LINC02143, AL109930.1",3941,16327,4.6136,0.0064606,5.571,0.2038
Cluster447,447,Thex_447,Thalamic excitatory,,VGLUT2,"Thalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human LG: 98.6%, Human Pul: 0.6%, Human VPL: 0.2%","SHOX2, PVALB, CHRNA2, AL355612.1, DEFB1, AP001605.1, DCDC2C, PPP1R17, TGFBR2, LINC01695",2924,16327,3.3195,0.0065194,4.0131,0.20408
Cluster195,195,CA4_195,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.4%, Thalamus: 0.5%, Cerebral cortex: 0.1%","Human CA4C-DGC: 87.2%, Human CA3R: 4.8%, Human CA1C-CA3C: 4.7%","SCGN, MORC1, ITGA4, AC127526.2, ABCA13, AC127526.1, LINC02237, AL450311.1, AC021594.2, CASC6",2159,16327,3.1284,0.0062553,3.7857,0.2043
Cluster373,373,Splat_373,Splatter,NEUR,VGLUT2,"Midbrain: 61.4%, Thalamus: 36.6%, Amygdala: 0.7%","Human PTR: 32.8%, Human MG: 13.0%, Human SN-RN: 9.9%","PTH2, SHOX2, LHX9, FAM230I, SAMD11, VWA5B1, CALB2, NPB, LINC01920, AC074237.1",3543,16327,4.056,0.0064928,4.9131,0.20454
Cluster158,158,Amex_158,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 68.1%, Cerebral cortex: 25.8%, Hippocampus: 6.0%","Human CMN: 38.7%, Human BM: 16.0%, Human CoA: 12.6%","TACR3, TG, AC002480.2, SEMA3D, ALKAL2, TRHR, NPFFR2, LINC01865, GPC4, WDR86",6409,16327,4.4517,0.0063487,5.4199,0.20573
Cluster99,99,DLCT6b_99,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 80.0%, Basal forebrain: 11.2%, Hippocampus: 6.5%","Human FI: 11.3%, Human ACC: 10.3%, Human Cla: 8.0%","CCN2, VWA2, SLC15A5, AC092131.1, DPP4, CDH24, AL596257.1, AC002331.1, KRT17, ADTRP",4421,16327,3.4204,0.0062665,4.2813,0.21218
Cluster143,143,DLIT_143,Deep-layer intratelencephalic,NEUR,VGLUT1,"Cerebral cortex: 89.0%, Basal forebrain: 4.2%, Amygdala: 4.2%","Human MEC: 14.2%, Human ACC: 10.5%, Human A38: 9.9%","AC021134.1, Z68323.1, AL033539.2, AC079052.1, AC021134.2, LINC01821, TRABD2A, LINC01606, ADTRP, LINC01320",13468,16327,4.0268,0.0062464,5.1105,0.21537
Cluster60,60,Astro_60,Astrocyte,ASTRO,,"Thalamus: 37.1%, Midbrain: 31.3%, Pons: 16.8%","Human SN-RN: 10.3%, Human SN: 9.3%, Human Pul: 8.4%","TNC, SLC14A1, GJA1, SDC4, OBI1-AS1, HPSE2, RASL12, AC012405.1, EFEMP1, EDNRB",25366,16327,1.6962,0.0062167,2.1814,0.21841
Cluster387,387,Splat_387,Splatter,NEUR,VGLUT2,"Pons: 89.9%, Midbrain: 8.9%, Medulla: 0.7%","Human PB: 68.9%, Human DTg: 16.1%, Human PAG: 7.9%","PAX5, EBF2, LINC01798, AC090993.1, F13A1, DLK1, AC004080.1, TMEM255A, GLP1R, EBF3",1804,16327,3.2371,0.0060861,4.28,0.22473
Cluster204,204,DG_204,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 98.3%, Thalamus: 1.7%, Cerebral cortex: 0.0%","Human DGR-CA4Rpy: 39.0%, Human CA1R-CA2R-CA3R: 32.3%, Human CA4C-DGC: 22.8%","TTR, LINC02030, LINC01697, LINC02237, AJ006995.1, CHRNA1, AC097487.1, AC097528.1, AC021088.1, CASC6",9290,16327,2.9684,0.0057741,3.9612,0.22682
Cluster398,398,Splat_398,Splatter,NEUR,VGLUT2,"Medulla: 86.6%, Pons: 12.8%, Midbrain: 0.2%","Human MoRF-MoEN: 40.5%, Human MoAN: 37.3%, Human MoSR: 8.9%","PHOX2B-AS1, PHOX2B, LINC00682, HOXB3, SLC5A7, SLC6A2, GAL, TH, PHOX2A, HOTAIRM1",2093,16327,2.4288,0.0057592,3.2544,0.22775
Cluster116,116,Misc_116,Miscellaneous,NEUR,VGLUT1,"Cerebral cortex: 93.4%, Amygdala: 3.3%, Basal forebrain: 2.6%","Human Idg: 22.6%, Human A38: 12.2%, Human M1C: 8.3%","ERG, MIR548XHG, ABCB11, CSN1S1, ATP6V1C2, AC016074.2, MIR1-1HG-AS1, FEZF2, POU3F1, AL158058.2",1341,16327,3.1195,0.005779,4.308,0.2345
Cluster379,379,Splat_379,Splatter,NEUR,GLY,"Pons: 99.2%, Medulla: 0.8%, Cerebral cortex: 0.0%","Human PnEN: 45.0%, Human DTg: 31.7%, Human PnRF: 17.5%","OTP, SLC6A5, EBF2, GLI2, MAB21L2, EBF1, GPR101, AC022034.3, HEPACAM2, NPBWR1",120,16327,3.0249,0.0056252,4.1787,0.23457
Cluster372,372,Thex_372,Thalamic excitatory,NEUR,VGLUT2,"Midbrain: 53.2%, Thalamus: 44.2%, Cerebral cortex: 2.5%","Human PTR: 40.8%, Human MG: 22.6%, Human SN-RN: 10.0%","PTH2, FAM9B, CALCA, CALCB, GBX2, AC019068.1, AC012535.1, LINC01568, LHX9, CALB2",2593,16327,3.5271,0.005729,4.8868,0.23523
Cluster411,411,Splat_411,Splatter,NEUR,VGLUT2,"Hypothalamus: 99.2%, Amygdala: 0.2%, Midbrain: 0.2%","Human HTHma-HTHtub: 37.3%, Human HTHpo-HTHso: 36.7%, Human MN: 10.8%","PPP1R17, GABRE, ECEL1, LHX5-AS1, PRDM13, RERGL, RADX, KC877982.1, PIK3C2G, SLITRK6",1665,16327,2.469,0.0057695,3.4231,0.23538
Cluster308,308,URL_308,Upper rhombic lip,,VGLUT1,"Cerebellum: 84.5%, Pons: 10.2%, Medulla: 3.6%","Human CBV: 77.8%, Human PnAN: 6.8%, Human CBL: 5.8%","AC017037.5, AC084740.1, EOMES, LMX1A, AL359208.1, CSRP2, AC092957.1, AC108517.2, MPP3, ITGBL1",920,16327,2.2539,0.0057478,3.1261,0.23546
Cluster51,51,Bgl_51,Bergmann glia,ASTRO,,"Cerebellum: 95.8%, Pons: 1.9%, Medulla: 1.9%","Human CBV: 82.3%, Human CBL: 13.3%, Human MoAN: 1.3%","LINC01727, PAX3, AL627316.1, LCAT, AL355306.2, LINC01726, SMTN, AC098656.1, LGR6, AL449403.3",8041,16327,1.2585,0.0056778,1.7674,0.23822
Cluster147,147,DLIT_147,Deep-layer intratelencephalic,NEUR,VGLUT1,"Cerebral cortex: 65.1%, Amygdala: 19.4%, Basal forebrain: 11.8%","Human Cla: 9.4%, Human FI: 6.8%, Human Idg: 5.9%","CCN4, TMEM233, AP000331.1, THEMIS, AC079163.2, RXFP2, VIT, AC011754.1, SH2D1B, PXDN",13265,16327,4.3087,0.0054785,6.1117,0.24042
Cluster460,460,Thex_460,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 98.9%, Midbrain: 0.9%, Cerebral cortex: 0.1%","Human CM-Pf: 41.9%, Human CM: 30.5%, Human ETH: 13.0%","LINC01239, DMRTA1, MUC7, AC092445.1, AL159156.1, LINC01151, AC037486.1, ITIH5, SMILR, COL6A5",7103,16327,1.0424,0.0064638,1.483,0.24106
Cluster322,322,LRL_322,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 83.9%, Medulla: 15.5%, Cerebral cortex: 0.4%","Human PnEN: 48.0%, Human DTg: 22.6%, Human MoRF-MoEN: 8.5%","LINC01982, AL359208.1, BMP5, AC007422.1, ADAMTS20, SLC5A7, EGFLAM, AL139351.3, INSRR, NTRK1",504,16327,2.1226,0.0058257,3.02,0.24108
Cluster357,357,Splat_357,Splatter,NEUR,GABA,"Midbrain: 97.4%, Pons: 1.6%, Thalamus: 0.9%","Human SC: 32.6%, Human PTR: 30.3%, Human PAG: 17.5%","TFAP2B, EMX2, LINC01497, PAX7, EMX2OS, FAM9B, GATA3, AC005208.1, LEF1, LHX5-AS1",2674,16327,3.155,0.0052747,4.5483,0.24395
Cluster256,256,MGE_256,MGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 68.6%, Hippocampus: 21.8%, Basal forebrain: 5.0%","Human M1C: 8.3%, Human Sub: 6.3%, Human CA1U-CA2U-CA3U: 6.0%","WNT16, AC046195.2, MEPE, MYBPC1, AC006364.1, SRPK3, CPED1, AC106865.1, LHX6, AC022905.1",5526,16327,3.6877,0.0055268,5.3242,0.24428
Cluster54,54,Astro_54,Astrocyte,ASTRO,,"Cerebral cortex: 38.8%, Hippocampus: 33.1%, Amygdala: 22.1%","Human A35r: 18.3%, Human CA1: 15.4%, Human Sub: 12.0%","ETNPPL, LINC00499, GLI3, OBI1-AS1, FGFR3, PAPLN, AC097518.2, GJA1, AL160272.2, RANBP3L",24168,16327,1.792,0.0054317,2.6028,0.24557
Cluster225,225,EMSN_225,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 47.2%, Basal forebrain: 33.3%, Cerebral cortex: 10.2%","Human SI: 15.2%, Human BNST: 14.1%, Human La: 12.0%","AC008786.1, ZNF736P9Y, LMNTD1, CASZ1, OTOF, S100Z, AC068633.1, DNAH8, CALCRL, MUC19",2296,16327,3.4899,0.0054524,5.0937,0.24663
Cluster168,168,Misc_168,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 92.4%, Hippocampus: 7.6%, Amygdala: 0.0%","Human TH-TL: 56.3%, Human MEC: 34.4%, Human Sub: 4.4%","GRB14, DUXAP9, SCHLAP1, MET, TWIST2, LINC01297, LINC01524, DUXAP10, FER1L6-AS2, DCN",631,16327,2.8232,0.0053076,4.1631,0.24885
Cluster235,235,Splat_235,Splatter,NEUR,GABA,"Cerebral cortex: 31.8%, Amygdala: 28.5%, Basal forebrain: 25.2%","Human SI: 7.7%, Human CEN: 6.9%, Human Pu: 5.7%","NPY, CORT, SST, NOS1, AC005837.1, TLL2, CRHBP, TENT5A, TACR1, LHX6",3850,16327,1.9289,0.004705,2.8524,0.24945
Cluster431,431,Splat_431,Splatter,NEUR,HDC VGLUT2,"Hypothalamus: 99.7%, Midbrain: 0.2%, Cerebral cortex: 0.0%","Human MN: 57.0%, Human HTHma-HTHtub: 14.2%, Human HTHso-HTHtub: 13.8%","PGR, TBX3, PGR-AS1, AC004870.4, AC026765.3, CALCR, POMC, NR5A2, ESR1, C14orf39",2691,16327,1.869,0.0051213,2.7964,0.25196
Cluster135,135,ULIT_135,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%","Human M1C: 10.7%, Human A1C: 7.5%, Human MTG: 6.2%","LINC01915, COL22A1, AL353811.1, LINC01164, IZUMO3, AL157769.1, LINC01781, ITGA11, TWIST2, AC008459.1",28248,16327,2.3697,0.0047351,3.5731,0.25361
Cluster117,117,L5ET_117,Miscellaneous,NEUR,VGLUT1,"Cerebral cortex: 82.3%, Basal forebrain: 7.9%, Hypothalamus: 7.7%","Human ACC: 23.6%, Human FI: 16.3%, Human AON: 14.0%","ABCB11, AC016074.2, ATP6V1C2, MIR548XHG, GABRQ, LINC00607, AP003062.2, LINC02717, FEZF2, AC068787.2",2655,16327,2.5105,0.0050936,3.8004,0.25444
Cluster448,448,Thex_448,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 99.7%, Amygdala: 0.3%, Basal forebrain: 0.0%","Human VLN: 59.6%, Human CM-Pf: 18.2%, Human LP: 13.2%","CASQ2, AC093298.2, GDNF, CHRNA2, AL033530.1, FAM20A, TAFA4, MATN3, ST8SIA6, COL4A4",5500,16327,1.7748,0.0050083,2.7223,0.25722
Cluster338,338,Splat_338,Splatter,NEUR,VGLUT2,"Medulla: 99.1%, Basal forebrain: 0.6%, Pons: 0.3%","Human MoAN: 53.4%, Human MoSR: 34.0%, Human MoRF-MoEN: 11.7%","LINC02058, AC004080.1, FSHR, HOXD3, ASAH2, EBF1, PPP1R1C, HOXB3, IGFBP7, LNCTAM34A",350,16327,2.0449,0.0053532,3.1525,0.25828
Cluster246,246,MGE_246,MGE interneuron,NEUR,GABA,"Hippocampus: 72.3%, Cerebral cortex: 16.5%, Amygdala: 8.9%","Human CA4C-DGC: 21.5%, Human CA3R: 12.6%, Human CA1C-CA3C: 9.5%","AC113347.4, PROM1, ELFN1, SST, LINC02192, TNFSF15, TAC1, LINC01687, DEPDC1, NGF",2100,16327,2.9018,0.0052077,4.5559,0.26209
Cluster419,419,Amex_419,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 78.9%, Cerebral cortex: 14.0%, Thalamus: 5.1%","Human CMN: 29.0%, Human BM: 24.6%, Human CEN: 18.4%","AC025244.1, AC096759.1, SCN5A, FAM9B, GABRQ, LINC01920, VWA5B1, CYP19A1, CARM1P1, LINC02498",2170,16327,3.6416,0.0047841,5.7465,0.26314
Cluster59,59,Astro_59,Astrocyte,ASTRO,,"Pons: 36.2%, Cerebellum: 36.1%, Medulla: 10.9%","Human CbDN: 36.1%, Human PnEN: 13.6%, Human PnRF: 13.0%","LGR6, SDC4, ITPRID1, FGFR3, SLC14A1, SLC7A10, AC090809.1, GJB6, GFAP, PYGM",4062,16327,1.1784,0.004871,1.8785,0.26524
Cluster106,106,DLCT6b_106,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 99.0%, Hippocampus: 0.6%, Basal forebrain: 0.4%","Human M1C: 20.6%, Human MTG: 8.8%, Human A23: 6.8%","AC023503.1, MDFIC, AC022133.2, AL138927.1, AC104689.2, DPP4, NPFFR2, KRT17, OLFML2B, CCN2",9905,16327,3.138,0.0049693,5.0346,0.26655
Cluster318,318,LRL_318,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 98.8%, Medulla: 0.7%, Midbrain: 0.5%","Human PN: 54.9%, Human PnEN: 17.1%, Human DTg: 14.1%","AC093765.2, AL139351.3, ADAMTS20, LINC00836, LINC00210, BMP5, AC136431.1, BARHL1, LINC00355, IRX2",7999,16327,2.3104,0.0050031,3.7099,0.26672
Cluster221,221,MSN_221,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 78.8%, Amygdala: 9.0%, Cerebral cortex: 6.5%","Human SI: 19.8%, Human Pu: 16.4%, Human NAC: 15.6%","AC048352.1, GPR6, LINC01305, DRD2, AC005482.1, RDH10, SIX3, LOXHD1, AC023905.1, AL392086.1",2571,16327,2.5886,0.0047776,4.1575,0.26677
Cluster212,212,MSN_212,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 90.4%, Cerebral cortex: 3.6%, Amygdala: 3.6%","Human CaB: 25.4%, Human Pu: 22.3%, Human NAC: 18.4%","PENK, AL139379.1, GPR6, DRD2, AL450332.1, ADORA2A, AC107208.1, GPR88, AC092979.1, LINC02137",6867,16327,2.6876,0.0049367,4.3451,0.26811
Cluster339,339,Splat_339,Splatter,NEUR,GLY VGLUT2,"Pons: 99.4%, Medulla: 0.4%, Midbrain: 0.2%","Human DTg: 39.1%, Human PnRF: 35.2%, Human PB: 16.6%","SLC6A5, GLRA1, LINC01956, LGI2, EN1, LINC01798, ADGRD2, ASAH2, HOXB-AS1, MAB21L2",489,16327,2.6726,0.0046066,4.3803,0.27089
Cluster345,345,Splat_345,Splatter,NEUR,VGLUT2,"Medulla: 52.3%, Spinal cord: 35.4%, Midbrain: 6.8%","Human MoAN: 42.2%, Human SpC: 35.4%, Human MoSR: 9.3%","LMX1B, DRGX, SKOR2, HOXB7, HOXB3, EBF3, EBF2, EBF1, TLX3, HOXD3",2720,16327,1.7579,0.0048872,2.8841,0.2711
Cluster58,58,Astro_58,Astrocyte,ASTRO,,"Cerebral cortex: 57.1%, Hippocampus: 37.8%, Amygdala: 3.0%","Human CA4C-DGC: 9.8%, Human TH-TL: 5.9%, Human DGR-CA4Rpy: 5.6%","ID3, AQP4, GFAP, FGFR3, MLC1, F3, AGT, MT1G, AL137139.2, EMX2",8021,16327,1.3502,0.0048717,2.2253,0.27202
