# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster201     COVAR   16076       1.8368    0.0028369       4.9639      0.35568
Cluster202     COVAR   16076        3.328    0.0055306       4.5867      0.23406
Cluster203     COVAR   16076        1.194    0.0019841       4.5808      0.39718
Cluster204     COVAR   16076      -1.5108   -0.0029543       3.8533      0.65249
Cluster205     COVAR   16076       1.6411    0.0028114        4.559      0.35944
Cluster206     COVAR   16076      -2.2699   -0.0045801        3.732      0.72847
Cluster207     COVAR   16076       3.2292    0.0057681       4.3175      0.22726
Cluster208     COVAR   16076       3.0483    0.0053406       4.3882      0.24364
Cluster209     COVAR   16076       1.5612    0.0038023       3.0817      0.30623
Cluster21      COVAR   16076     -0.64101   -0.0038738       1.2006       0.7033
Cluster210     COVAR   16076       1.3686    0.0028065       3.6947      0.35553
Cluster211     COVAR   16076    -0.086444  -0.00020724       3.0882      0.51117
Cluster212     COVAR   16076        3.601    0.0066477       4.1174      0.19091
