trait_key,trait_display,trait_category,VARIABLE,cluster_id_numeric,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,NGENES,BETA,BETA_STD,SE,P,log10_neg_P,bonferroni_significant,rank_within_trait,independent,independent_rank,TYPE,bonf_significant,rank,Cluster ID
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster241,241,MGE_241,MGE interneuron,NEUR,,"Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%",,,16231,38.386,0.056483,8.306,1.9242e-06,5.715749789687916,True,32,False,,COVAR,True,32,241.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster155,155,Amex_155,Amygdala excitatory,NEUR,,"Amygdala: 99.6%, Cerebral cortex: 0.2%, Hippocampus: 0.2%",,,16231,40.479,0.053728,8.9116,2.8099e-06,5.551309135689573,True,33,False,,COVAR,True,33,155.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster232,232,EMSN_232,Eccentric medium spiny neuron,NEUR,,"Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%",,,16231,39.145,0.053264,8.6451,3.0052e-06,5.52212661983228,True,34,False,,COVAR,True,34,232.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster386,386,Splat_386,Splatter,NEUR,,"Medulla: 98.2%, Pons: 1.2%, Midbrain: 0.6%",,,16231,27.391,0.050183,6.0718,3.2537e-06,5.487622492687069,True,35,True,7.0,COVAR,True,35,386.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster284,284,CGE_284,CGE interneuron,NEUR,,"Cerebral cortex: 74.7%, Amygdala: 9.9%, Hippocampus: 9.3%",,,16231,36.629,0.05314,8.1274,3.3206e-06,5.478783436432743,True,36,False,,COVAR,True,36,284.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster295,295,CGE_295,CGE interneuron,NEUR,,"Cerebral cortex: 67.0%, Amygdala: 17.8%, Hippocampus: 8.6%",,,16231,30.538,0.053077,6.7776,3.3382e-06,5.476487647197107,True,37,False,,COVAR,True,37,295.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster178,178,Misc_178,Miscellaneous,NEUR,,"Hippocampus: 43.8%, Midbrain: 29.4%, Cerebral cortex: 26.8%",,,16231,33.013,0.05278,7.3827,3.9153e-06,5.407234955610397,True,38,False,,COVAR,True,38,178.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster305,305,CBI_305,Cerebellar inhibitory,NEUR,,"Cerebellum: 88.0%, Pons: 4.7%, Midbrain: 3.7%",,,16231,19.538,0.048704,4.469,6.2128e-06,5.206712626798027,True,39,True,8.0,COVAR,True,39,305.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster139,139,DLIT_139,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 95.2%, Basal forebrain: 1.9%, Hippocampus: 1.5%",,,16231,34.374,0.052392,7.8779,6.4564e-06,5.190009571159067,True,40,False,,COVAR,True,40,139.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster405,405,Amex_405,Amygdala excitatory,NEUR,,"Cerebral cortex: 41.9%, Hypothalamus: 27.8%, Amygdala: 27.3%",,,16231,42.917,0.051565,9.8764,7.0061e-06,5.154523668169019,True,41,False,,COVAR,True,41,405.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster136,136,DLIT_136,Deep-layer intratelencephalic,NEUR,,"Amygdala: 54.6%, Cerebral cortex: 36.2%, Hypothalamus: 8.6%",,,16231,26.963,0.048571,6.2596,8.3243e-06,5.079652276610722,True,42,False,,COVAR,True,42,136.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster123,123,ULIT_123,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 99.2%, Hippocampus: 0.4%, Basal forebrain: 0.3%",,,16231,38.723,0.051113,9.0963,1.0436e-05,4.981465929571817,True,43,False,,COVAR,True,43,123.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster243,243,MGE_243,MGE interneuron,NEUR,,"Cerebral cortex: 96.3%, Hippocampus: 1.4%, Basal forebrain: 1.1%",,,16231,36.665,0.052379,8.6263,1.0748e-05,4.968672342238869,True,44,False,,COVAR,True,44,243.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster290,290,CGE_290,CGE interneuron,NEUR,,"Cerebral cortex: 83.0%, Hippocampus: 8.5%, Amygdala: 5.2%",,,16231,31.663,0.049631,7.4927,1.1985e-05,4.9213619616303275,True,45,False,,COVAR,True,45,290.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster240,240,MGE_240,MGE interneuron,NEUR,,"Cerebral cortex: 92.3%, Amygdala: 3.0%, Hippocampus: 2.3%",,,16231,37.933,0.050211,9.0319,1.3445e-05,4.87143919344068,True,46,False,,COVAR,True,46,240.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster149,149,DLIT_149,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 98.6%, Basal forebrain: 0.6%, Hippocampus: 0.5%",,,16231,36.28,0.048887,8.6388,1.3461e-05,4.870922675747264,True,47,False,,COVAR,True,47,149.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster410,410,Splat_410,Splatter,NEUR,,"Hypothalamus: 82.0%, Thalamus: 11.6%, Amygdala: 5.2%",,,16231,19.908,0.045913,4.7857,1.6026e-05,4.795174861594983,True,48,True,9.0,COVAR,True,48,410.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster419,419,Amex_419,Amygdala excitatory,NEUR,,"Amygdala: 78.9%, Cerebral cortex: 14.0%, Thalamus: 5.1%",,,16231,37.705,0.04953,9.0767,1.6442e-05,4.7840453561308705,True,49,False,,COVAR,True,49,419.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster227,227,EMSN_227,Eccentric medium spiny neuron,NEUR,,"Amygdala: 52.6%, Basal forebrain: 20.6%, Hypothalamus: 20.3%",,,16231,32.525,0.047527,7.9456,2.1382e-05,4.669951674789537,True,50,False,,COVAR,True,50,227.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster275,275,LLC_275,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 66.0%, Amygdala: 16.5%, Basal forebrain: 9.9%",,,16231,32.866,0.04943,8.0371,2.1775e-05,4.6620418363203,True,51,False,,COVAR,True,51,275.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster439,439,Midi_439,Midbrain-derived inhibitory,NEUR,,"Midbrain: 52.8%, Thalamus: 31.3%, Pons: 10.7%",,,16231,25.988,0.047273,6.4116,2.5407e-05,4.595046612413756,True,52,True,10.0,COVAR,True,52,439.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster137,137,DLIT_137,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 94.4%, Basal forebrain: 2.1%, Hippocampus: 1.9%",,,16231,30.652,0.049006,7.564,2.5512e-05,4.593255493765097,True,53,False,,COVAR,True,53,137.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster416,416,Splat_416,Splatter,NEUR,,"Hypothalamus: 65.4%, Thalamus: 17.9%, Amygdala: 8.1%",,,16231,26.969,0.048821,6.6661,2.6236e-05,4.581102377770002,True,54,False,,COVAR,True,54,416.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster250,250,MGE_250,MGE interneuron,NEUR,,"Cerebral cortex: 92.5%, Hippocampus: 2.4%, Basal forebrain: 2.2%",,,16231,30.228,0.051236,7.4912,2.7446e-05,4.561520940995684,True,55,False,,COVAR,True,55,250.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster360,360,Splat_360,Splatter,NEUR,,"Midbrain: 99.1%, Pons: 0.8%, Thalamus: 0.1%",,,16231,29.7,0.049068,7.383,2.8942e-05,4.538471460813673,True,56,False,,COVAR,True,56,360.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster332,332,Mmb_332,Mammillary body,NEUR,,"Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%",,,16231,29.998,0.048182,7.4724,2.996e-05,4.523458190972571,True,57,True,11.0,COVAR,True,57,332.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster404,404,Misc_404,Miscellaneous,NEUR,,"Cerebral cortex: 94.4%, Amygdala: 2.5%, Basal forebrain: 1.2%",,,16231,39.118,0.045168,9.7699,3.1331e-05,4.504025743402652,True,58,False,,COVAR,True,58,404.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster359,359,Splat_359,Splatter,NEUR,,"Midbrain: 99.1%, Thalamus: 0.4%, Pons: 0.3%",,,16231,28.941,0.047413,7.2348,3.1824e-05,4.49724523421964,True,59,False,,COVAR,True,59,359.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster427,427,MSN_427,Medium spiny neuron,NEUR,,"Amygdala: 56.6%, Hypothalamus: 19.3%, Thalamus: 14.0%",,,16231,34.56,0.045111,8.7374,3.842e-05,4.415442639474325,True,60,False,,COVAR,True,60,427.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster262,262,MGE_262,MGE interneuron,NEUR,,"Cerebral cortex: 94.5%, Basal forebrain: 2.1%, Hippocampus: 1.8%",,,16231,35.525,0.047272,9.0005,3.9795e-05,4.40017149096199,True,61,False,,COVAR,True,61,262.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster217,217,MSN_217,Medium spiny neuron,NEUR,,"Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%",,,16231,39.287,0.047088,9.9699,4.0879e-05,4.388499736645208,True,62,False,,COVAR,True,62,217.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster370,370,Splat_370,Splatter,NEUR,,"Midbrain: 98.8%, Pons: 0.5%, Thalamus: 0.5%",,,16231,32.983,0.045853,8.3995,4.3278e-05,4.36373281742629,True,63,False,,COVAR,True,63,370.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster285,285,CGE_285,CGE interneuron,NEUR,,"Cerebral cortex: 62.9%, Hippocampus: 22.3%, Amygdala: 9.5%",,,16231,32.013,0.045614,8.186,4.6257e-05,4.334822536841968,True,64,False,,COVAR,True,64,285.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster225,225,EMSN_225,Eccentric medium spiny neuron,NEUR,,"Amygdala: 47.2%, Basal forebrain: 33.3%, Cerebral cortex: 10.2%",,,16231,29.405,0.046007,7.5565,5.0098e-05,4.3001796115838795,True,65,False,,COVAR,True,65,225.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster245,245,MGE_245,MGE interneuron,NEUR,,"Amygdala: 50.6%, Cerebral cortex: 31.0%, Hippocampus: 15.3%",,,16231,33.448,0.047652,8.619,5.2347e-05,4.281108202634213,True,66,False,,COVAR,True,66,245.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster259,259,MGE_259,MGE interneuron,NEUR,,"Cerebral cortex: 89.3%, Amygdala: 3.4%, Hippocampus: 3.3%",,,16231,35.745,0.047024,9.2289,5.3992e-05,4.267670584866668,True,67,False,,COVAR,True,67,259.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster388,388,Splat_388,Splatter,NEUR,,"Pons: 90.9%, Hypothalamus: 4.1%, Amygdala: 3.6%",,,16231,23.087,0.045193,5.9622,5.421e-05,4.2659205927194055,True,68,False,,COVAR,True,68,388.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster328,328,Mmb_328,Mammillary body,NEUR,,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%",,,16231,25.784,0.043811,6.7738,7.0835e-05,4.149752101759859,True,69,False,,COVAR,True,69,328.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster291,291,CGE_291,CGE interneuron,NEUR,,"Cerebral cortex: 75.1%, Hippocampus: 14.3%, Amygdala: 7.1%",,,16231,31.13,0.044336,8.2061,7.4637e-05,4.127045825178354,True,70,False,,COVAR,True,70,291.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster415,415,Splat_415,Splatter,NEUR,,"Hypothalamus: 78.7%, Midbrain: 7.6%, Thalamus: 3.7%",,,16231,25.358,0.042027,6.7386,8.4286e-05,4.074244556189924,True,71,False,,COVAR,True,71,415.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster377,377,Splat_377,Splatter,NEUR,,"Hypothalamus: 33.0%, Amygdala: 32.4%, Thalamus: 31.4%",,,16231,26.066,0.042587,6.9409,8.6951e-05,4.0607254189288415,True,72,False,,COVAR,True,72,377.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster417,417,Splat_417,Splatter,NEUR,,"Hypothalamus: 95.8%, Midbrain: 4.0%, Amygdala: 0.1%",,,16231,27.99,0.043967,7.4586,8.7883e-05,4.056095126293998,True,73,False,,COVAR,True,73,417.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster311,311,URL_311,Upper rhombic lip,NEUR,,"Cerebellum: 72.7%, Medulla: 10.3%, Pons: 8.2%",,,16231,15.575,0.046385,4.1512,8.8146e-05,4.054797390878476,True,74,True,12.0,COVAR,True,74,311.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster403,403,Splat_403,Splatter,NEUR,,"Cerebral cortex: 45.6%, Amygdala: 33.5%, Hypothalamus: 9.8%",,,16231,23.713,0.043156,6.3288,8.9975e-05,4.045878144675052,True,75,False,,COVAR,True,75,403.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster289,289,CGE_289,CGE interneuron,NEUR,,"Cerebral cortex: 82.1%, Hippocampus: 7.9%, Amygdala: 5.8%",,,16231,24.776,0.043252,6.6147,9.0375e-05,4.043951689697413,True,76,False,,COVAR,True,76,289.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster306,306,CBI_306,Cerebellar inhibitory,,,"Cerebellum: 91.6%, Pons: 3.4%, Medulla: 3.3%",,,16231,19.854,0.042485,5.3151,9.41e-05,4.026410376572743,True,77,False,,COVAR,True,77,306.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster307,307,CBI_307,Cerebellar inhibitory,NEUR,,"Cerebellum: 70.3%, Medulla: 12.1%, Pons: 11.7%",,,16231,21.44,0.043376,5.7437,9.5133e-05,4.021668807648262,True,78,False,,COVAR,True,78,307.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster425,425,Splat_425,Splatter,NEUR,,"Thalamus: 35.4%, Hypothalamus: 29.5%, Amygdala: 29.1%",,,16231,35.398,0.043461,9.5055,9.8487e-05,4.00662109133858,True,79,False,,COVAR,True,79,425.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster274,274,LLC_274,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 84.6%, Basal forebrain: 5.9%, Hippocampus: 3.1%",,,16231,30.794,0.044961,8.2771,9.9924e-05,4.000330189294077,True,80,False,,COVAR,True,80,274.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster206,206,MSN_206,Medium spiny neuron,NEUR,,"Hippocampus: 97.1%, Thalamus: 2.3%, Cerebral cortex: 0.6%",,,16231,21.12,0.042486,5.6872,0.00010262,3.988767989680634,True,81,False,,COVAR,True,81,206.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster349,349,Splat_349,Splatter,NEUR,,"Medulla: 84.7%, Spinal cord: 12.7%, Pons: 1.7%",,,16231,24.674,0.047316,6.6713,0.00010892,3.9628923673320733,False,82,False,,COVAR,False,82,349.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster148,148,DLIT_148,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 85.2%, Basal forebrain: 6.0%, Amygdala: 5.0%",,,16231,32.526,0.043934,8.8755,0.00012433,3.905424066350751,False,83,False,,COVAR,False,83,148.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster350,350,Splat_350,Splatter,NEUR,,"Medulla: 98.2%, Spinal cord: 1.0%, Pons: 0.7%",,,16231,25.806,0.043303,7.0504,0.00012651,3.897875144265474,False,84,False,,COVAR,False,84,350.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster122,122,ULIT_122,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 93.9%, Basal forebrain: 2.6%, Hippocampus: 1.7%",,,16231,32.941,0.044304,9.0144,0.00012952,3.8876631642546826,False,85,False,,COVAR,False,85,122.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster381,381,Splat_381,Splatter,NEUR,,"Pons: 83.9%, Midbrain: 15.4%, Medulla: 0.5%",,,16231,24.847,0.04507,6.8026,0.00013037,3.8848223344737507,False,86,False,,COVAR,False,86,381.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster310,310,URL_310,Upper rhombic lip,NEUR,,"Cerebellum: 52.4%, Pons: 26.2%, Medulla: 15.1%",,,16231,17.425,0.043477,4.7803,0.00013415,3.872409322992042,False,87,False,,COVAR,False,87,310.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster248,248,MGE_248,MGE interneuron,NEUR,,"Cerebral cortex: 78.8%, Hippocampus: 12.5%, Amygdala: 5.0%",,,16231,30.377,0.044962,8.3467,0.00013721,3.86261423566603,False,88,False,,COVAR,False,88,248.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster260,260,MGE_260,MGE interneuron,NEUR,,"Cerebral cortex: 86.4%, Amygdala: 4.6%, Basal forebrain: 4.2%",,,16231,30.864,0.043129,8.586,0.00016306,3.787652562011988,False,89,False,,COVAR,False,89,260.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster385,385,Splat_385,Splatter,NEUR,,"Hypothalamus: 93.4%, Midbrain: 4.5%, Amygdala: 0.8%",,,16231,31.373,0.042376,8.7361,0.00016525,3.7818585318423223,False,90,False,,COVAR,False,90,385.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster226,226,EMSN_226,Eccentric medium spiny neuron,NEUR,,"Basal forebrain: 33.6%, Amygdala: 33.3%, Hypothalamus: 19.3%",,,16231,30.155,0.041668,8.4854,0.00019065,3.7197631903903106,False,91,False,,COVAR,False,91,226.0
